feature,std_coef,abs_coef
per_capita_income,-0.674420342890264,0.674420342890264
avg_annual_wage,0.6089809543608677,0.6089809543608677
poverty_rate,-0.5123555057693053,0.5123555057693053
log_total_employment,0.4547411847716906,0.4547411847716906
unemployment_rate,0.27206138687222753,0.27206138687222753
elec_rate_cents_kwh,-0.10419519821320218,0.10419519821320218
pct_bachelors,-0.07971886698736463,0.07971886698736463
log_pop_density,-0.033275888899472195,0.033275888899472195
median_age,0.007405332253532932,0.007405332253532932
