fips,county,state,year,per_capita_income,gdp_thousands,median_income,poverty_rate,pct_bachelors,pop_density,unemployment_acs,median_age,elec_rate_cents_kwh,residential_sales_mwh,residential_customers,total_employment,total_wages,avg_annual_wage,data_processing_employment,total_establishments,unemployment_rate,labor_force,wfh_rate,covid_deaths_per_100k,covid_cases_per_100k,role,is_treated,dc_opening_year,dc_active,years_since_dc,primary_operator,all_operators,analysis_diD,classifier_dc,cohort_flags
01001,Autauga County,AL,2010,33685.0,1409007.0,53255.0,,21.7,89.41788795133702,6.2,36.2,11.239873880734418,,,10694.0,339507223.0,31748.0,,877.0,8.8,25749.0,1.9429364463855667,0.0,0.0,control,0,,0,0.0,,,1,0,
01001,Autauga County,AL,2011,34430.0,1493906.0,53899.0,,21.6,90.74515186994496,7.5,36.4,11.559098686410591,,,10627.0,344356024.0,32404.0,,862.0,8.3,25845.0,2.46827385108218,0.0,0.0,control,0,,0,0.0,,,1,0,
01001,Autauga County,AL,2012,35151.0,1726577.0,53773.0,11.6,21.7,91.83185971711951,8.6,37.0,11.829990407731142,,,10137.0,341513497.0,33690.0,,842.0,7.1,25762.0,2.113340719766917,0.0,0.0,control,0,,0,0.0,,,1,0,
01001,Autauga County,AL,2013,35348.0,1618151.0,53682.0,12.1,20.9,92.36512037896831,9.4,37.5,11.672159518642164,,,10193.0,346301954.0,33976.0,,830.0,6.3,25783.0,2.1123260437375744,0.0,0.0,control,0,,0,0.0,,,1,0,
01001,Autauga County,AL,2014,36329.0,1629762.0,52475.0,12.8,21.9,92.75034653531968,8.5,37.9,11.888653904168663,,,10458.0,357996403.0,34232.0,,822.0,5.8,25639.0,1.585014409221902,0.0,0.0,control,0,,0,0.0,,,1,0,
01001,Autauga County,AL,2015,38107.0,1765826.0,51281.0,12.9,23.2,92.89333440994793,7.6,37.7,12.261904727533446,,,10587.0,372121908.0,35148.0,,845.0,5.2,25541.0,1.8449419568822552,0.0,0.0,control,0,,0,0.0,,,1,0,
01001,Autauga County,AL,2016,39005.0,1846256.0,53099.0,12.3,24.6,92.60399424011196,5.6,37.8,12.681787441472054,,,10739.0,390543141.0,36366.0,,860.0,5.1,25710.0,2.0903629330919267,0.0,0.0,control,0,,0,0.0,,,1,0,
01001,Autauga County,AL,2017,39906.0,1762558.0,55317.0,13.7,25.0,92.58212550634528,5.2,37.8,13.394050981126329,,,10823.0,403973438.0,37327.0,,870.0,4.0,26269.0,2.4707091469681397,0.0,0.0,control,0,,0,0.0,,,1,0,
01001,Autauga County,AL,2018,41062.0,1787534.0,58786.0,15.4,27.7,92.8580079938633,4.2,37.8,12.84498047618202,,,10974.0,421471042.0,38407.0,,871.0,3.6,26471.0,2.763222531521205,0.0,0.0,control,0,,0,0.0,,,1,0,
01001,Autauga County,AL,2019,42538.0,1740015.0,58731.0,15.2,26.6,93.1608058460172,3.7,38.2,13.432350098549191,,,11107.0,448078198.0,40344.0,,888.0,2.9,26683.0,3.4057235640349095,0.0,0.0,control,0,,0,0.0,,,1,0,
01001,Autauga County,AL,2020,45089.0,1749999.0,57982.0,15.2,28.3,93.59649831106088,2.9,38.6,13.505080069553175,,,10794.0,465745049.0,43147.0,,910.0,5.3,26350.0,3.823800553128382,86.674,7565.908,control,0,,0,0.0,,,1,0,
01001,Autauga County,AL,2021,49254.0,1738222.0,62660.0,13.6,28.1,97.970245064395,2.8,38.5,14.028458993444906,,,11123.0,489569075.0,44015.0,,964.0,2.8,26429.0,4.739587270390808,202.239,12329.361,control,0,,0,0.0,,,1,0,
01001,Autauga County,AL,2022,49879.0,1883611.0,68315.0,11.4,29.6,98.84835883564132,2.8,39.0,15.467595121150126,,,11535.0,537282230.0,46578.0,6.0,1020.0,2.2,26656.0,5.338315267655655,126.399,14342.723,control,0,,0,0.0,,,1,0,
01001,Autauga County,AL,2023,52989.0,1907174.0,69841.0,10.7,28.3,99.72983702746713,2.5,39.2,,,,11871.0,591550069.0,49832.0,,1073.0,,,5.786625148279953,9.029,1536.656,control,0,,0,0.0,,,1,0,
01001,Autauga County,AL,2024,55710.0,1758017.0,,,,,,,16.767773491638206,,,12383.0,629398983.0,50826.0,,1120.0,,,,0.0,0.0,control,0,,0,0.0,,,1,0,
01003,Baldwin County,AL,2010,36794.0,6012889.0,50147.0,,26.8,110.57178224672232,6.6,41.0,11.17121980877209,,,58140.0,1813332562.0,31189.0,18.0,5171.0,9.9,83551.0,3.2338308457711444,0.0,0.0,control,0,,0,0.0,,,1,0,
01003,Baldwin County,AL,2011,38032.0,5930698.0,51321.0,,27.2,112.91919418103502,7.7,41.4,11.468995324455932,,,59581.0,1867342552.0,31341.0,18.0,5158.0,9.0,85077.0,3.2855147898946298,0.0,0.0,control,0,,0,0.0,,,1,0,
01003,Baldwin County,AL,2012,38284.0,5998672.0,50706.0,13.3,27.7,115.24836524018828,8.5,41.2,11.736313983687037,,,60440.0,1926968200.0,31882.0,32.0,5172.0,7.7,84507.0,3.2731064984671057,0.0,0.0,control,0,,0,0.0,,,1,0,
01003,Baldwin County,AL,2013,38401.0,6314704.0,50221.0,13.9,27.7,117.69390050294496,9.2,41.5,11.599465174120096,,,62719.0,2039249324.0,32514.0,32.0,5247.0,6.7,85206.0,3.4135873677420956,0.0,0.0,control,0,,0,0.0,,,1,0,
01003,Baldwin County,AL,2014,39568.0,6455247.0,50183.0,13.8,28.6,120.26712189181777,8.6,41.8,11.792718984337606,,,65024.0,2153975449.0,33126.0,,5401.0,6.1,86546.0,3.284875934448584,0.0,0.0,control,0,,0,0.0,,,1,0,
01003,Baldwin County,AL,2015,41470.0,6757534.0,50254.0,13.4,29.0,122.73026903403871,7.5,42.2,12.143035448964737,,,67585.0,2289992521.0,33883.0,45.0,5596.0,5.6,87493.0,3.928808103758402,0.0,0.0,control,0,,0,0.0,,,1,0,
01003,Baldwin County,AL,2016,42983.0,7113177.0,51365.0,13.0,29.5,125.49093114006727,6.3,42.3,12.56720994800317,,,70107.0,2405999881.0,34319.0,46.0,5822.0,5.4,89778.0,5.077047850770478,0.0,0.0,control,0,,0,0.0,,,1,0,
01003,Baldwin County,AL,2017,44475.0,7382558.0,52562.0,11.8,30.7,127.91256456640812,5.5,42.6,13.249457822322874,,,71999.0,2542347527.0,35311.0,46.0,6072.0,4.2,93152.0,5.647961565171852,0.0,0.0,control,0,,0,0.0,,,1,0,
01003,Baldwin County,AL,2018,45840.0,7758980.0,55962.0,10.6,31.3,130.89840713130158,4.4,42.8,12.71482989779699,,,74051.0,2724884967.0,36797.0,69.0,6305.0,3.6,96235.0,6.13323124042879,0.0,0.0,control,0,,0,0.0,,,1,0,
01003,Baldwin County,AL,2019,47921.0,8145105.0,58320.0,10.4,31.9,133.8691537995114,4.3,43.0,13.23919109676734,,,76419.0,2926328541.0,38293.0,,6471.0,2.9,98917.0,6.503043772345154,0.0,0.0,control,0,,0,0.0,,,1,0,
01003,Baldwin County,AL,2020,50935.0,8110635.0,61756.0,9.2,31.9,137.30284129935416,3.9,43.2,13.328128719303502,,,73087.0,3023837650.0,41373.0,70.0,6686.0,6.1,98695.0,6.435765927207563,75.647,6390.546,control,0,,0,0.0,,,1,0,
01003,Baldwin County,AL,2021,56504.0,8697749.0,64346.0,9.2,32.5,142.86442123590106,3.7,43.4,13.815367357204511,,,76546.0,3373892203.0,44077.0,78.0,7172.0,2.9,99520.0,7.806137359961032,202.979,12361.979,control,0,,0,0.0,,,1,0,
01003,Baldwin County,AL,2022,57721.0,9224845.0,71039.0,10.2,32.6,146.8201751627212,3.4,43.7,15.210186905012767,,,79972.0,3760240355.0,47019.0,97.0,7766.0,2.3,102280.0,9.100269210787324,59.202,12961.049,control,0,,0,0.0,,,1,0,
01003,Baldwin County,AL,2023,61354.0,9928360.0,75019.0,10.5,32.8,150.92437207359754,3.2,43.7,,,,82764.0,4041941423.0,48837.0,98.0,8302.0,,,9.964800768655133,5.168,1195.32,control,0,,0,0.0,,,1,0,
01003,Baldwin County,AL,2024,63905.0,10208956.0,,,,,,,16.45724169054672,,,85118.0,4354332805.0,51157.0,99.0,8757.0,,,,0.0,0.0,control,0,,0,0.0,,,1,0,
01031,Coffee County,AL,2010,35421.0,1329843.0,42253.0,,22.1,71.20765376605704,7.5,37.9,11.254791252870207,,,14686.0,430453146.0,29310.0,,1053.0,8.5,21099.0,2.352137419480773,0.0,0.0,control,0,,0,0.0,,,1,0,
01031,Coffee County,AL,2011,36021.0,1249698.0,42065.0,,21.3,72.49192177747406,7.3,37.7,11.564569941772216,,,14441.0,433665785.0,30031.0,,1016.0,8.1,20745.0,2.3959341723136496,0.0,0.0,control,0,,0,0.0,,,1,0,
01031,Coffee County,AL,2012,35959.0,1274047.0,44626.0,17.1,22.6,73.58914616796223,7.6,37.8,11.83516660333763,,,14623.0,448423311.0,30665.0,,1018.0,7.2,20625.0,2.7773759583393605,0.0,0.0,control,0,,0,0.0,,,1,0,
01031,Coffee County,AL,2013,36866.0,1286552.0,43768.0,18.6,22.5,74.32848394517707,7.7,37.8,11.690581030091586,,,14737.0,458270928.0,31096.0,,1024.0,7.0,20495.0,2.5950133139675624,0.0,0.0,control,0,,0,0.0,,,1,0,
01031,Coffee County,AL,2014,37647.0,1339640.0,45558.0,18.8,23.2,74.70846232470184,7.3,38.2,11.881530473958236,,,14781.0,471479799.0,31898.0,,1030.0,6.6,20264.0,2.8183023872679045,0.0,0.0,control,0,,0,0.0,,,1,0,
01031,Coffee County,AL,2015,39218.0,1415493.0,46729.0,17.1,23.9,74.94116226255034,7.1,38.8,12.262596377741705,,,15210.0,496093021.0,32616.0,,1050.0,6.0,20222.0,2.8311472381304266,0.0,0.0,control,0,,0,0.0,,,1,0,
01031,Coffee County,AL,2016,39575.0,1421695.0,47872.0,16.4,23.7,75.09875019514394,6.2,39.3,12.681980212174908,,,15300.0,507599957.0,33176.0,,1074.0,5.9,20429.0,2.8058208276489314,0.0,0.0,control,0,,0,0.0,,,1,0,
01031,Coffee County,AL,2017,40250.0,1426217.0,49821.0,16.1,22.7,75.21951851731848,6.0,39.3,13.377513436479012,,,15673.0,529870519.0,33809.0,,1086.0,4.5,21128.0,2.779908840651654,0.0,0.0,control,0,,0,0.0,,,1,0,
01031,Coffee County,AL,2018,41644.0,1460880.0,53155.0,15.1,23.4,75.53616716692244,5.9,39.3,12.829407260986144,,,15881.0,550362545.0,34655.0,,1075.0,3.9,21230.0,2.6578073089701,0.0,0.0,control,0,,0,0.0,,,1,0,
01031,Coffee County,AL,2019,42823.0,1441736.0,55637.0,15.1,22.8,76.08698853879167,5.7,39.3,13.39747214658742,,,16404.0,580699831.0,35400.0,,1071.0,3.1,22075.0,2.537480420675766,0.0,0.0,control,0,,0,0.0,,,1,0,
01031,Coffee County,AL,2020,45175.0,1404389.0,56799.0,15.4,21.7,76.93531236284696,5.5,39.5,13.498451462041595,,,15899.0,604992536.0,38052.0,4.0,1070.0,4.8,21963.0,2.680283637336663,73.555,6956.757,control,0,,0,0.0,,,1,0,
01031,Coffee County,AL,2021,50483.0,1614494.0,59034.0,15.9,22.7,78.12090381834088,5.1,39.1,14.00685474096293,,,16430.0,662813138.0,40342.0,6.0,1145.0,2.8,21530.0,3.110578629747959,303.898,11977.856,control,0,,0,0.0,,,1,0,
01031,Coffee County,AL,2022,51873.0,1713754.0,62199.0,16.3,21.6,78.88086057739041,4.8,39.2,15.448602431878436,,,16566.0,713509771.0,43070.0,5.0,1235.0,2.5,21624.0,3.0702721778640436,92.912,12670.822,control,0,,0,0.0,,,1,0,
01031,Coffee County,AL,2023,53773.0,1712285.0,64672.0,17.6,21.5,79.8705717054549,4.3,38.8,,,,16894.0,750943841.0,44451.0,6.0,1331.0,,,4.072966766324364,11.614,1718.865,control,0,,0,0.0,,,1,0,
01031,Coffee County,AL,2024,56824.0,1819734.0,,,,,,,16.733167646984644,,,17365.0,805938263.0,46411.0,9.0,1372.0,,,,0.0,0.0,control,0,,0,0.0,,,1,0,
01033,Colbert County,AL,2010,31627.0,2437971.0,39610.0,,16.4,91.82178014109044,7.4,41.6,9.60414974984188,,,21417.0,830071965.0,38757.0,,1340.0,11.3,24229.0,1.5616681455190773,0.0,0.0,control,0,,0,0.0,,,1,0,
01033,Colbert County,AL,2011,32389.0,2549543.0,40247.0,,17.4,91.87574731892748,8.5,41.7,10.265552303913555,,,21551.0,856174502.0,39728.0,,1318.0,10.1,24385.0,1.6748589113417076,0.0,0.0,control,0,,0,0.0,,,1,0,
01033,Colbert County,AL,2012,32399.0,2546505.0,40158.0,16.2,18.0,91.83021251262748,8.7,41.7,10.357512612073103,,,21820.0,870992305.0,39918.0,,1313.0,9.0,24057.0,1.8979237171864995,0.0,0.0,control,0,,0,0.0,,,1,0,
01033,Colbert County,AL,2013,32687.0,2836076.0,39077.0,17.9,17.7,91.83864488416452,9.9,41.7,10.315908754133114,,,22681.0,900226091.0,39690.0,,1290.0,8.3,23879.0,1.6475950809553204,0.0,0.0,control,0,,0,0.0,,,1,0,
01033,Colbert County,AL,2014,33863.0,2747801.0,39914.0,18.3,17.6,91.89767148492376,10.0,42.3,10.619014232085249,,,23128.0,952021413.0,41164.0,,1296.0,8.3,24069.0,1.4252807371148863,0.0,0.0,control,0,,0,0.0,,,1,0,
01033,Colbert County,AL,2015,34684.0,2681163.0,40576.0,17.4,18.6,91.81840719247565,9.0,42.2,10.576815491067697,,,23680.0,990028961.0,41809.0,,1292.0,8.0,23550.0,1.5301487113278822,0.0,0.0,control,0,,0,0.0,,,1,0,
01033,Colbert County,AL,2016,35175.0,2569947.0,43786.0,16.5,18.5,91.70541341387936,7.5,42.4,10.75703683515337,,,23907.0,1009219193.0,42215.0,,1289.0,7.0,23261.0,1.5951544294433142,0.0,0.0,control,0,,0,0.0,,,1,0,
01033,Colbert County,AL,2017,35674.0,2453731.0,45477.0,16.8,18.8,91.80322892370896,6.9,42.5,10.96887789946578,,,23797.0,1030438947.0,43301.0,,1290.0,5.3,23525.0,1.9716630748773445,0.0,0.0,control,0,,0,0.0,,,1,0,
01033,Colbert County,AL,2018,36370.0,2565631.0,47558.0,16.3,18.7,91.9044173821534,5.9,42.7,10.888882380379837,,,23830.0,1058282175.0,44410.0,,1308.0,4.6,23795.0,2.088429826945728,0.0,0.0,control,0,,0,0.0,,,1,0,
01033,Colbert County,AL,2019,37648.0,2572699.0,48065.0,15.5,18.1,92.36988429099776,4.4,42.4,11.108767776163022,,,24252.0,1092652726.0,45054.0,,1338.0,4.0,24080.0,2.384441188224324,0.0,0.0,control,0,,0,0.0,,,1,0,
01033,Colbert County,AL,2020,40366.0,2546257.0,47962.0,15.5,17.4,92.68356851217553,4.0,42.5,11.048279561266682,,,23145.0,1112498553.0,48066.0,,1372.0,7.2,23837.0,3.7129565816678154,109.547,8508.152,control,0,,0,0.0,,,1,0,
01033,Colbert County,AL,2021,44249.0,2598283.0,52017.0,15.1,17.9,95.77318944334544,3.8,42.1,11.3463602807493,,,23434.0,1199381889.0,51181.0,,1422.0,3.9,23506.0,3.8724095895977246,281.171,9424.696,control,0,,0,0.0,,,1,0,
01033,Colbert County,AL,2022,44702.0,2706227.0,56149.0,15.9,18.0,96.58438358520829,3.4,42.0,12.517113295228754,,,24107.0,1329816397.0,55164.0,8.0,1485.0,3.0,23749.0,5.060527882516372,111.373,18884.081,control,0,,0,0.0,,,1,0,
01033,Colbert County,AL,2023,46994.0,2789446.0,56736.0,16.9,20.3,97.22187087340818,3.3,42.3,,,,24177.0,1369613372.0,56650.0,32.0,1542.0,,,6.895474600757487,7.303,2185.463,control,0,,0,0.0,,,1,0,
01033,Colbert County,AL,2024,48831.0,2847285.0,,,,,,,12.506622540121809,,,24495.0,1420955338.0,58010.0,21.0,1621.0,,,,0.0,0.0,control,0,,0,0.0,,,1,0,
01045,Dale County,AL,2010,33122.0,3168619.0,43353.0,,17.5,88.62742442253163,7.6,35.8,11.196784377174287,,,18248.0,857125561.0,46972.0,7.0,899.0,8.7,22099.0,2.0941446613088406,0.0,0.0,control,0,,0,0.0,,,1,0,
01045,Dale County,AL,2011,34013.0,3040958.0,45491.0,,17.6,88.96603714403336,8.5,36.0,11.513832046798736,,,18251.0,877515863.0,48082.0,7.0,892.0,8.3,22020.0,2.5635114574208124,0.0,0.0,control,0,,0,0.0,,,1,0,
01045,Dale County,AL,2012,33288.0,2997671.0,45247.0,16.0,17.5,89.33851113768527,8.8,36.0,11.793770120577342,,,17724.0,871063222.0,49145.0,7.0,880.0,7.6,21388.0,2.904660428055221,0.0,0.0,control,0,,0,0.0,,,1,0,
01045,Dale County,AL,2013,33291.0,3033182.0,44889.0,17.4,17.0,89.29039248778766,10.4,36.1,11.649649882573751,,,16941.0,840606029.0,49619.0,7.0,870.0,7.5,20732.0,2.6356882600671936,0.0,0.0,control,0,,0,0.0,,,1,0,
01045,Dale County,AL,2014,33635.0,2856651.0,44473.0,18.7,16.9,89.13177916034738,10.8,36.6,11.839181001944528,,,16677.0,833294973.0,49966.0,7.0,867.0,7.0,20351.0,3.356748856725284,0.0,0.0,control,0,,0,0.0,,,1,0,
01045,Dale County,AL,2015,34397.0,2903702.0,45028.0,19.1,16.4,88.86979984423814,10.9,36.8,12.210935917188156,,,16470.0,836741854.0,50804.0,6.0,869.0,6.4,19789.0,2.558655981461813,0.0,0.0,control,0,,0,0.0,,,1,0,
01045,Dale County,AL,2016,34398.0,2841815.0,44093.0,20.5,16.1,88.40821723966472,10.4,36.9,12.626639369594896,,,16795.0,883749071.0,52621.0,7.0,870.0,5.8,19796.0,2.3629719853836786,0.0,0.0,control,0,,0,0.0,,,1,0,
01045,Dale County,AL,2017,34956.0,2834970.0,44711.0,19.6,16.8,88.02683238492068,10.4,37.1,13.31979727619462,,,16797.0,897823036.0,53450.0,7.0,873.0,4.6,20166.0,2.16448082043191,0.0,0.0,control,0,,0,0.0,,,1,0,
01045,Dale County,AL,2018,36101.0,2790050.0,45960.0,18.4,17.0,87.78089261877732,8.8,37.5,12.77790994864512,,,16978.0,912765700.0,53763.0,7.0,868.0,4.2,20474.0,3.011748307447232,0.0,0.0,control,0,,0,0.0,,,1,0,
01045,Dale County,AL,2019,37343.0,2824574.0,47214.0,17.6,18.1,87.82010040758277,8.0,37.3,13.323308699550076,,,17230.0,933635951.0,54186.0,6.0,876.0,3.3,20919.0,2.20417058794393,0.0,0.0,control,0,,0,0.0,,,1,0,
01045,Dale County,AL,2020,40004.0,2781362.0,45644.0,18.4,18.2,87.84861516307765,9.0,37.8,13.425026255518125,,,16925.0,967952791.0,57192.0,6.0,891.0,5.3,20883.0,4.261741532794433,127.849,6747.57,control,0,,0,0.0,,,1,0,
01045,Dale County,AL,2021,44297.0,2915655.0,50052.0,16.7,18.7,88.11594099584218,8.2,37.9,13.930622882714385,,,17324.0,1009161774.0,58252.0,6.0,937.0,3.1,20883.0,4.08100956645634,265.844,12314.061,control,0,,0,0.0,,,1,0,
01045,Dale County,AL,2022,44902.0,2918859.0,52813.0,17.5,19.2,88.13732706246334,7.8,37.7,15.36931452383384,,,17619.0,1055140021.0,59885.0,6.0,1013.0,2.5,21026.0,3.5004299661085536,103.497,12979.686,control,0,,0,0.0,,,1,0,
01045,Dale County,AL,2023,46314.0,3044364.0,53955.0,18.7,19.3,88.24603956778759,6.8,38.0,,,,17991.0,1134992556.0,63088.0,13.0,1101.0,,,3.937330397829092,0.0,1558.536,control,0,,0,0.0,,,1,0,
01045,Dale County,AL,2024,48767.0,3114449.0,,,,,,,16.621263057749506,,,18260.0,1174518180.0,64321.0,16.0,1130.0,,,,0.0,0.0,control,0,,0,0.0,,,1,0,
01071,Jackson County,AL,2010,29558.0,1678141.0,36312.0,,12.0,49.522502006001766,7.4,41.4,9.376035542561148,,,15704.0,505940732.0,32217.0,,975.0,11.6,24347.0,1.4737133881548554,0.0,0.0,treated,1,2021.0,0,0.0,Google,Google,1,1,
01071,Jackson County,AL,2011,30285.0,1624035.0,36383.0,,13.5,49.49560071056525,8.6,41.5,10.347638103069576,,,15870.0,516782837.0,32564.0,,964.0,10.2,24160.0,1.3616227558871532,0.0,0.0,treated,1,2021.0,0,0.0,Google,Google,1,1,
01071,Jackson County,AL,2012,30872.0,1657813.0,37059.0,16.2,13.2,49.42324550214978,8.1,41.4,10.57195605613133,,,15794.0,518014474.0,32799.0,,969.0,8.8,23760.0,1.7233348858872846,0.0,0.0,treated,1,2021.0,0,0.0,Google,Google,1,1,
01071,Jackson County,AL,2013,31698.0,1695275.0,37634.0,16.0,13.0,49.32306136742067,10.2,42.0,10.36596411421182,,,15946.0,527620997.0,33089.0,,962.0,8.0,23669.0,1.9085813683803632,0.0,0.0,treated,1,2021.0,0,0.0,Google,Google,1,1,
01071,Jackson County,AL,2014,32553.0,1675663.0,36874.0,18.2,12.9,49.17556805795837,10.4,42.1,10.665051182530448,,,15997.0,544692011.0,34050.0,,970.0,7.2,23489.0,1.9930802592466257,0.0,0.0,treated,1,2021.0,0,0.0,Google,Google,1,1,
01071,Jackson County,AL,2015,33359.0,1561447.0,37745.0,18.0,12.4,49.03456816463592,10.1,42.2,10.72059350834265,,,16286.0,558386285.0,34287.0,,961.0,6.7,23407.0,2.372386971317453,0.0,0.0,treated,1,2021.0,0,0.0,Google,Google,1,1,
01071,Jackson County,AL,2016,33934.0,1518195.0,38422.0,18.8,12.6,48.800805183601334,8.6,42.8,11.013667009262962,,,16278.0,560819889.0,34453.0,,965.0,6.3,23390.0,2.432772296382279,0.0,0.0,treated,1,2021.0,0,0.0,Google,Google,1,1,
01071,Jackson County,AL,2017,34715.0,1508968.0,39281.0,19.0,13.4,48.53921327625311,7.7,43.0,11.336134009807514,,,15784.0,558224912.0,35367.0,,967.0,4.9,23377.0,2.3178973717146434,0.0,0.0,treated,1,2021.0,0,0.0,Google,Google,1,1,
01071,Jackson County,AL,2018,35957.0,1592423.0,39816.0,20.2,14.2,48.32400291276095,5.9,43.3,11.186515608523274,,,15893.0,574955032.0,36177.0,,991.0,4.1,23662.0,2.7150916784203103,0.0,0.0,treated,1,2021.0,0,0.0,Google,Google,1,1,
01071,Jackson County,AL,2019,36957.0,1549783.0,41769.0,18.6,14.0,48.09951624049758,5.1,43.1,11.469779701396648,,,15596.0,578162287.0,37071.0,,1003.0,3.5,23691.0,2.5743965473980026,0.0,0.0,treated,1,2021.0,0,0.0,Google,Google,1,1,
01071,Jackson County,AL,2020,39025.0,1459956.0,42578.0,17.9,16.2,48.018812354188015,5.2,43.0,11.390957960177005,,,14600.0,587860994.0,40266.0,,1017.0,5.8,23039.0,2.679539470287573,65.571,9829.9,treated,1,2021.0,0,0.0,Google,Google,1,1,
01071,Jackson County,AL,2021,43280.0,1535345.0,43785.0,17.6,16.1,48.745147330974056,5.7,43.2,11.66724921432527,,,15026.0,648606685.0,43165.0,,1062.0,2.8,22972.0,3.794149401059072,322.071,10684.255,treated,1,2021.0,1,0.0,Google,Google,1,1,
01071,Jackson County,AL,2022,44272.0,1563105.0,46748.0,18.6,16.2,48.810081492372554,6.0,43.0,12.705679302917169,,,15231.0,686911416.0,45099.0,4.0,1111.0,2.4,23233.0,3.870548868800879,144.642,13283.962,treated,1,2021.0,1,1.0,Google,Google,1,1,
01071,Jackson County,AL,2023,45890.0,1603527.0,49454.0,16.8,15.6,49.01508791621637,5.4,43.4,,,,15461.0,739263627.0,47815.0,,1178.0,,,4.30984555984556,11.571,1724.138,treated,1,2021.0,1,2.0,Google,Google,1,1,
01071,Jackson County,AL,2024,48078.0,1637868.0,,,,,,,12.678636347176331,,,15446.0,763327806.0,49421.0,,1192.0,,,,0.0,0.0,treated,1,2021.0,1,3.0,Google,Google,1,1,
01089,Madison County,AL,2010,41852.0,21073373.0,55851.0,,37.4,403.0434093769843,8.1,37.1,8.389311221330377,,,178623.0,9277657030.0,51940.0,140.0,8770.0,8.2,169944.0,2.7222656275222605,0.0,0.0,treated,1,2021.0,0,0.0,Meta,Meta,1,1,
01089,Madison County,AL,2011,43459.0,21365996.0,57453.0,,37.4,410.8016332314955,9.0,37.1,9.145075652876868,,,177857.0,9452536351.0,53147.0,142.0,8831.0,8.2,171679.0,2.8179818953613256,0.0,0.0,treated,1,2021.0,0,0.0,Meta,Meta,1,1,
01089,Madison County,AL,2012,43902.0,21346157.0,58242.0,12.4,37.8,417.49074664328015,9.3,37.3,9.458864502844182,,,178442.0,9557604792.0,53561.0,141.0,8891.0,7.1,170324.0,2.810172914300139,0.0,0.0,treated,1,2021.0,0,0.0,Meta,Meta,1,1,
01089,Madison County,AL,2013,43560.0,21700524.0,58434.0,12.8,38.5,423.2517175003524,10.0,37.4,9.329451797204213,,,181508.0,9755734618.0,53748.0,140.0,8915.0,6.4,171178.0,2.9213992495026067,0.0,0.0,treated,1,2021.0,0,0.0,Meta,Meta,1,1,
01089,Madison County,AL,2014,44560.0,21764757.0,58203.0,13.4,38.6,428.1793560636776,9.6,37.6,9.640353532887348,,,182630.0,10066610301.0,55120.0,387.0,9017.0,6.1,170377.0,3.118772419290554,0.0,0.0,treated,1,2021.0,0,0.0,Meta,Meta,1,1,
01089,Madison County,AL,2015,46059.0,22142692.0,57993.0,13.7,39.4,432.1825945825916,8.5,37.8,9.579577283410064,,,186721.0,10436794254.0,55895.0,142.0,9150.0,5.5,170473.0,2.9968746525676027,0.0,0.0,treated,1,2021.0,0,0.0,Meta,Meta,1,1,
01089,Madison County,AL,2016,47122.0,22837212.0,60150.0,13.3,40.7,436.59251922090914,7.3,38.1,9.672807289893576,,,191678.0,10798130877.0,56335.0,141.0,9406.0,5.1,172125.0,3.093817803806381,0.0,0.0,treated,1,2021.0,0,0.0,Meta,Meta,1,1,
01089,Madison County,AL,2017,48347.0,23737673.0,61318.0,13.6,40.6,440.63443034626954,6.5,38.2,10.071989025968364,,,195702.0,11271962429.0,57598.0,141.0,9573.0,4.0,177879.0,3.3870227688494015,0.0,0.0,treated,1,2021.0,0,0.0,Meta,Meta,1,1,
01089,Madison County,AL,2018,50196.0,24854241.0,63417.0,13.2,41.7,446.0573277727947,5.8,38.5,10.121445402478038,,,200339.0,11904377440.0,59421.0,146.0,9747.0,3.5,183468.0,3.653381819032196,0.0,0.0,treated,1,2021.0,0,0.0,Meta,Meta,1,1,
01089,Madison County,AL,2019,52649.0,26124018.0,65449.0,12.5,42.8,451.9405539663748,5.0,38.5,10.242511991647708,,,206133.0,12819939476.0,62193.0,144.0,9977.0,2.7,187748.0,3.9744305557138135,0.0,0.0,treated,1,2021.0,0,0.0,Meta,Meta,1,1,
01089,Madison County,AL,2020,56100.0,26614826.0,66887.0,11.4,43.8,458.6895475429796,4.5,38.5,10.118289575313057,,,202530.0,13791557346.0,68097.0,332.0,10264.0,5.1,189236.0,6.606336349849174,49.134,6127.096,treated,1,2021.0,0,0.0,Meta,Meta,1,1,
01089,Madison County,AL,2021,60682.0,27914293.0,71153.0,10.9,44.3,476.73218970535214,4.4,38.6,10.540046685457511,,,210051.0,14521139121.0,69132.0,322.0,11090.0,2.6,193037.0,9.16682349778196,162.031,9813.788,treated,1,2021.0,1,0.0,Meta,Meta,1,1,
01089,Madison County,AL,2022,62519.0,29457107.0,78058.0,10.7,45.1,486.2531359117566,4.2,38.5,11.737726907182118,,,217074.0,15541525559.0,71596.0,427.0,12121.0,2.1,199682.0,11.443642624271952,77.565,14755.601,treated,1,2021.0,1,1.0,Meta,Meta,1,1,
01089,Madison County,AL,2023,66069.0,31184027.0,83528.0,10.5,45.7,495.4272761635776,3.8,38.2,,,,224952.0,16751216811.0,74466.0,440.0,13044.0,,,13.575788532754435,5.797,1418.256,treated,1,2021.0,1,2.0,Meta,Meta,1,1,
