fips,year,per_capita_income,gdp_thousands,median_income,poverty_rate,pct_bachelors,pop_density,unemployment_acs,median_age,elec_rate_cents_kwh,total_employment,total_wages,avg_annual_wage,data_processing_employment,total_establishments,unemployment_rate,labor_force,is_treated,dc_opening_year,dc_active,years_since_dc,contaminated_control,state,log_pop_density,log_labor_force,log_total_employment,log_total_wages,log_gdp_thousands
31003,2013,57050.0,344476.0,43518.0,11.0,16.7,7.69987295209629,2.1,46.5,10.32914341416354,2079.0,62153196.0,29899.0,,293.0,3.1,3607.0,0,,0,0.0,0,31,2.0412038289957617,8.19063168090354,7.639642287858013,17.94511279857308,12.749779700826176
31003,2014,55302.0,361275.0,45417.0,12.6,18.3,7.619374280324374,1.9,46.7,11.996752221795562,2105.0,66089318.0,31400.0,,303.0,2.7,3594.0,0,,0,0.0,0,31,2.0306942508839017,8.187021067343505,7.652070746116482,18.00651768813178,12.797394720166531
31003,2015,54635.0,369432.0,45609.0,12.7,17.7,7.566875146560081,1.6,46.5,10.671884295573877,2130.0,69188054.0,32490.0,,304.0,2.6,3610.0,0,,0,0.0,0,31,2.0237801878485078,8.191463051326927,7.6638772587034705,18.05233877562781,12.819721969958021
31003,2016,54469.0,474055.0,46381.0,11.8,18.6,7.491043064456103,1.8,46.1,10.756218052435116,2140.0,70828150.0,33099.0,,302.0,2.6,3613.0,0,,0,0.0,0,31,2.013708048775293,8.19229373114764,7.668561108015897,18.07576707851252,13.069078627701092
31003,2017,48018.0,419674.0,46949.0,11.5,18.6,7.473543353201339,1.9,45.9,10.713547183272476,2164.0,76025718.0,35131.0,,293.0,2.5,3595.0,0,,0,0.0,0,31,2.0113692311503484,8.187299270155147,7.679713639966372,18.146582235744862,12.947233498391565
31003,2018,50582.0,426705.0,48716.0,12.6,19.1,7.433877341023873,2.0,45.3,10.394280160746307,2201.0,80813445.0,36721.0,,287.0,2.5,3612.0,0,,0,0.0,0,31,2.006047572011184,8.192016914536875,7.696667081526462,18.20765390816348,12.963848186941982
31003,2019,58218.0,509507.0,49912.0,11.1,18.4,7.39771127109736,2.2,44.9,10.440357315085484,2193.0,82209028.0,37486.0,,287.0,2.6,3635.0,0,,0,0.0,0,31,2.0011706646812764,8.19836438996762,7.693025748417888,18.22477568367927,13.141198870510303
31003,2020,70681.0,584451.0,52569.0,10.8,18.0,7.367378438255768,1.9,44.8,10.311236748721646,2454.0,106268965.0,43307.0,,277.0,2.2,3932.0,0,,0,0.0,0,31,1.9970619357658361,8.276903481267057,7.805474625270857,18.48148384395827,13.278428224044804
31003,2021,77729.0,578943.0,55802.0,10.8,18.4,7.361545201170847,2.8,43.4,10.357006360071416,2226.0,91073987.0,40908.0,,291.0,1.7,3668.0,0,,0,0.0,0,31,1.9962698565165036,8.207401833376355,7.70796153183549,18.327182778095974,13.268959306113192
31003,2022,70558.0,557707.0,61924.0,11.1,20.5,7.352212021834973,2.1,42.5,10.20759821548813,2202.0,97080181.0,44097.0,,293.0,1.8,3662.0,0,,0,0.0,0,31,1.9950012232984646,8.205764725234456,7.697121317282625,18.391047803262634,13.231589013849888
31005,2012,25811.0,5420.0,45769.0,5.1,27.3,0.6851690270040495,2.4,37.4,12.783054627649832,87.0,1753448.0,20155.0,,21.0,6.5,230.0,0,,0,0.0,0,31,-0.3780897164084208,5.438079308923196,4.465908118654584,14.377094693146889,8.597851094433691
31005,2013,32441.0,8076.0,40568.0,6.9,31.7,0.7089401973286797,4.0,37.5,12.563963640784811,81.0,1773311.0,21938.0,,21.0,7.3,219.0,0,,0,0.0,0,31,-0.34398410392191,5.389071729816501,4.394449154672439,14.38835897858545,8.996651979432729
31005,2014,56234.0,18600.0,41103.0,7.1,31.6,0.665592769089648,2.4,38.4,12.542744908092384,84.0,1929976.0,22930.0,,20.0,5.4,224.0,0,,0,0.0,0,31,-0.4070772532816731,5.4116460518550396,4.430816798843313,14.47301812557059,9.830916859701293
31005,2015,54529.0,25555.0,39375.0,8.0,32.7,0.6264402532608452,4.0,39.9,12.714797721285354,88.0,2266014.0,25653.0,,18.0,4.4,225.0,0,,0,0.0,0,31,-0.467701875098108,5.41610040220442,4.477336814478207,14.633532898838736,10.14858827120238
31005,2016,45709.0,21633.0,40375.0,8.0,26.8,0.6110589077566727,3.7,41.0,13.10246789820022,84.0,2391184.0,28438.0,,17.0,5.7,228.0,0,,0,0.0,0,31,-0.4925619124175029,5.429345628954441,4.430816798843313,14.68729919872841,9.981975205584869
31005,2017,47220.0,19993.0,41250.0,10.9,29.9,0.5886860415687853,0.6,43.3,13.834098005748574,84.0,2410065.0,28691.0,,17.0,5.8,223.0,0,,0,0.0,0,31,-0.5298622738307117,5.407171771460119,4.430816798843313,14.695164276057485,9.903137491271833
31005,2018,44185.0,16485.0,43854.0,10.3,27.9,0.5844911291585565,1.0,47.1,13.86257165319045,84.0,2397462.0,28598.0,,16.0,4.9,223.0,0,,0,0.0,0,31,-0.5370136749883367,5.407171771460119,4.430816798843313,14.689921235770534,9.710206155505832
31005,2019,49704.0,18711.0,42813.0,13.3,26.2,0.597075866389243,0.5,45.5,14.066007602929568,89.0,2396557.0,26953.0,,19.0,5.6,231.0,0,,0,0.0,0,31,-0.5157110942844687,5.442417710521793,4.48863636973214,14.689543681984972,9.836866865194231
31007,2012,57795.0,30762.0,32292.0,18.0,20.8,1.0428409238659104,3.6,45.2,12.340827022235857,163.0,5319133.0,32583.0,,19.0,4.4,436.0,0,,0,0.0,0,31,0.04194864652074526,6.077642243349034,5.093750200806762,15.486820878111974,10.334035441011755
31007,2013,73161.0,44028.0,36875.0,15.4,15.8,1.093776598810518,6.3,49.2,12.277713805368162,168.0,5882322.0,35031.0,,19.0,4.4,435.0,0,,0,0.0,0,31,0.0896364773064607,6.075346031088684,5.123963979403259,15.587462139882316,10.692581074143282
31007,2014,84989.0,54229.0,46875.0,15.0,13.6,1.0562450488513335,6.7,49.3,12.671167603293377,154.0,5535043.0,36020.0,,17.0,3.7,437.0,0,,0,0.0,0,31,0.054720212200232855,6.07993319509559,5.0369526024136295,15.526609892839051,10.900971099687215
31007,2015,80948.0,66635.0,48897.0,11.7,17.4,1.0991382488046872,5.4,50.4,13.228778492051983,154.0,5714203.0,37065.0,,19.0,3.4,442.0,0,,0,0.0,0,31,0.0945264626006526,6.091309882077698,5.0369526024136295,15.558465387918133,11.106985244013828
31007,2016,81602.0,80680.0,50833.0,12.0,17.0,1.062947111344045,7.3,47.9,13.22516489959226,129.0,4459413.0,34636.0,,16.0,3.6,420.0,0,,0,0.0,0,31,0.06104534397720165,6.040254711277414,4.859812404361672,15.310527700984542,11.298245992068148
31007,2017,54647.0,37411.0,55000.0,8.9,17.4,0.9758202989387954,3.2,48.1,13.756259488040511,112.0,4050461.0,36219.0,,12.0,3.6,393.0,0,,0,0.0,0,31,-0.02447682946096033,5.973809611869261,4.718498871295094,15.214341259765396,10.529720057805566
31007,2018,55035.0,36901.0,59625.0,9.7,20.7,0.9329270989854418,1.2,48.5,13.771124726256566,110.0,4059703.0,36767.0,,10.0,3.6,384.0,0,,0,0.0,0,31,-0.06942821732322663,5.950642552587727,4.700480365792417,15.216620376192767,10.515993929932415
31007,2019,60666.0,39404.0,51750.0,5.8,23.3,0.9677778239475416,0.5,48.9,13.809992370793289,107.0,4017989.0,37669.0,,11.0,3.9,385.0,0,,0,0.0,0,31,-0.03275273876482003,5.953243334287785,4.672828834461906,15.206292086672832,10.58162261297557
31007,2020,65341.0,39319.0,53864.0,3.4,26.7,0.8645660615597844,1.5,50.4,14.696327294752493,116.0,4487962.0,38857.0,,13.0,3.1,393.0,0,,0,0.0,0,31,-0.14552756086187377,5.973809611869261,4.7535901911063645,15.316909259125651,10.579463141587746
31007,2021,74295.0,37366.0,57917.0,3.0,27.3,0.8109495616180924,1.6,54.5,14.661879114302812,117.0,4460318.0,37987.0,,13.0,2.1,386.0,0,,0,0.0,0,31,-0.20954941962680476,5.955837369464831,4.762173934797756,15.310730621902922,10.528516479019784
31007,2022,72247.0,34918.0,62375.0,7.4,30.4,0.898076374023342,3.3,54.1,14.25413254283274,112.0,4782876.0,42832.0,,12.0,2.8,387.0,0,,0,0.0,0,31,-0.10750016527263453,5.958424693029782,4.718498871295094,15.380552597174793,10.46075773454472
31009,2012,37210.0,14040.0,41364.0,19.3,18.9,0.8217354659057171,1.0,41.3,10.765194455356642,153.0,3920211.0,25664.0,,27.0,5.3,283.0,0,,0,0.0,0,31,-0.19633675335331166,5.645446897643238,5.030437921392435,15.181656036848661,9.549665677579801
31009,2013,46098.0,24123.0,42917.0,17.7,16.0,0.8245496284601888,2.7,41.0,10.845941870742994,145.0,3896133.0,26901.0,,26.0,5.1,272.0,0,,0,0.0,0,31,-0.1929179466045261,5.605802066295998,4.976733742420574,15.17549508073889,10.090921021216259
31009,2014,70091.0,37159.0,48214.0,16.3,15.7,0.8358062786780752,0.3,39.4,10.932505251621151,144.0,5017185.0,34821.0,,26.0,4.4,275.0,0,,0,0.0,0,31,-0.17935841681889386,5.616771097666572,4.969813299576001,15.428379577412809,10.522961281909057
31009,2015,68098.0,48046.0,48875.0,19.2,18.3,0.7753017837569351,0.7,40.4,11.4856843093404,129.0,4089289.0,31618.0,,23.0,4.5,269.0,0,,0,0.0,0,31,-0.25450292702862426,5.594711379601839,4.859812404361672,15.223881674276491,10.77991416431514
31009,2016,59127.0,48684.0,50350.0,16.2,25.1,0.8161071407967738,1.0,43.6,11.819199977877023,125.0,4084794.0,32788.0,,23.0,4.5,267.0,0,,0,0.0,0,31,-0.20320963264107372,5.58724865840025,4.8283137373023015,15.222781856608114,10.793105712994448
31009,2017,55882.0,31517.0,52000.0,9.8,24.2,0.7063548011723801,1.1,46.8,12.06880231504645,127.0,4479418.0,35179.0,,24.0,4.5,264.0,0,,0,0.0,0,31,-0.3476376164898095,5.575949103146316,4.844187086458591,15.315003685237754,10.35828236177716
31009,2018,58675.0,31017.0,50870.0,12.5,22.7,0.6753990130731922,0.0,46.6,12.289905000521976,129.0,4544363.0,35137.0,,25.0,4.5,264.0,0,,0,0.0,0,31,-0.39245163227960206,5.575949103146316,4.859812404361672,15.329398121755823,10.342290720254804
31009,2019,60089.0,28951.0,51094.0,13.0,23.0,0.6711777692414846,0.0,53.2,12.329886742517612,125.0,4565792.0,36453.0,,25.0,5.0,259.0,0,,0,0.0,0,31,-0.3987212452931976,5.556828061699537,4.8283137373023015,15.33410255093877,10.273360024718905
31011,2012,50204.0,378824.0,44491.0,8.8,14.2,7.971824051807388,3.6,45.7,9.429545115085809,2317.0,70827355.0,30566.0,,264.0,3.0,3036.0,0,,0,0.0,0,31,2.0759133313352076,8.01829613851552,7.748028524432376,18.075755854098755,12.844826996259574
31011,2013,57929.0,422393.0,45246.0,9.7,13.8,7.925213715674037,1.9,45.9,9.677990998274748,2343.0,74394361.0,31749.0,,261.0,3.2,3049.0,0,,0,0.0,0,31,2.070049286677215,8.022568946988255,7.759187438507795,18.124890703920133,12.953691439267175
31011,2014,57908.0,407018.0,47450.0,10.7,15.4,7.871320514519848,2.8,46.1,9.799052959344126,2354.0,76893710.0,32665.0,,267.0,2.6,3025.0,0,,0,0.0,0,31,2.0632258392713787,8.014666370464942,7.763871287820222,18.157934636592156,12.916612689491016
31011,2015,55270.0,401753.0,50306.0,10.1,16.6,7.826166751390663,1.2,45.6,10.183673301978905,2373.0,79148687.0,33350.0,,265.0,2.4,3024.0,0,,0,0.0,0,31,2.0574728309201107,8.014335737299424,7.771910256435763,18.186838755398174,12.903592750902307
31011,2016,52679.0,409162.0,51890.0,7.5,17.7,7.797035291307318,1.5,45.4,10.233845234082343,2371.0,81792494.0,34495.0,,267.0,2.6,3021.0,0,,0,0.0,0,31,2.0537435705846705,8.013343181386672,7.771067086065406,18.219696036971534,12.921866444622346
31011,2017,44723.0,343972.0,53854.0,7.3,19.8,7.802861583323987,1.7,45.0,10.21184716691793,2314.0,83078406.0,35908.0,,271.0,2.5,2956.0,0,,0,0.0,0,31,2.0544905360722496,7.991592282068092,7.746732907753622,18.235295370461692,12.748315537693918
31011,2018,49472.0,378714.0,54063.0,6.1,20.6,7.7387723711406275,1.7,44.6,9.997058598559793,2373.0,88940380.0,37488.0,,271.0,2.3,2949.0,0,,0,0.0,0,31,2.0462430666422327,7.989221408815276,7.771910256435763,18.303476815580986,12.844536581783276
31011,2019,58125.0,421227.0,54979.0,5.8,21.1,7.689248888998941,1.7,44.8,9.995155042138544,2382.0,93782207.0,39366.0,,267.0,2.8,2998.0,0,,0,0.0,0,31,2.039823105014906,8.005700678662542,7.775695749915245,18.356485705151314,12.95092715975158
31011,2020,63833.0,435161.0,60094.0,6.2,19.0,7.614963665786411,1.4,44.6,9.98938284305846,2329.0,96370641.0,41382.0,,262.0,2.5,2953.0,0,,0,0.0,0,31,2.030115214935402,7.990576881743923,7.753194269884341,18.383712159252894,12.98347135653771
31011,2021,77197.0,467216.0,63668.0,6.3,19.5,7.884429671557354,0.9,42.9,10.03897367513435,2337.0,100602177.0,43054.0,,274.0,1.7,2938.0,0,,0,0.0,0,31,2.0648898869882673,7.9854843567338225,7.756623334538858,18.426684455554813,13.054546956485096
31011,2022,66367.0,403346.0,66800.0,7.3,18.0,7.861124503490677,1.0,43.6,9.900904878223916,2382.0,109107689.0,45807.0,,273.0,1.7,3006.0,0,,0,0.0,0,31,2.0619296628099324,8.00836557031292,7.775695749915245,18.507845924946885,12.907550033370367
31013,2012,41997.0,641684.0,44025.0,19.9,17.5,10.549916121424932,4.5,40.5,11.567963721819115,3997.0,127744934.0,31961.0,,441.0,3.9,5964.0,0,,0,0.0,0,31,2.3561179093146336,8.69349667588463,8.293299358711323,18.665546130684486,13.37185124965808
31013,2013,42668.0,604135.0,46373.0,23.9,17.6,10.519228837863272,4.0,40.6,12.03140119853776,4020.0,132668531.0,32999.0,,457.0,3.8,5967.0,0,,0,0.0,0,31,2.3532049002370456,8.693999567522082,8.299037181613066,18.703364327245684,13.311552961876103
31013,2014,44644.0,622775.0,49367.0,20.3,15.5,10.515509167128526,4.6,40.8,12.33075148295594,4009.0,135560658.0,33818.0,,447.0,3.1,5747.0,0,,0,0.0,0,31,2.3528512309141725,8.656433258507741,8.296297112642508,18.72492975863056,13.34194057683893
31013,2015,44075.0,615949.0,51691.0,17.0,15.9,10.5173690024959,3.9,40.8,11.02430790452413,3912.0,134987965.0,34506.0,,435.0,3.0,5683.0,0,,0,0.0,0,31,2.3530280812108577,8.645234541297121,8.271804031154709,18.720696184280623,13.3309194468804
31013,2016,42884.0,606271.0,54444.0,14.0,15.7,10.488541554301612,4.2,40.5,11.129554212992954,3860.0,132919795.0,34432.0,,431.0,3.6,5675.0,0,,0,0.0,0,31,2.350283380740608,8.643825842349603,8.258422462458876,18.705256459168407,13.315082359809166
31013,2017,45335.0,624123.0,56328.0,10.9,17.4,10.41507805729037,5.1,40.5,11.098025873264064,3816.0,137959900.0,36155.0,,435.0,3.3,5478.0,0,,0,0.0,0,31,2.3432545693838773,8.608495349823023,8.246958032568177,18.74247362118487,13.344102743311495
31013,2018,47463.0,619757.0,56412.0,11.9,18.2,10.311857194401153,5.2,40.7,10.802680381952882,3806.0,139693162.0,36707.0,,431.0,2.9,5470.0,0,,0,0.0,0,31,2.3332944170539074,8.607033895416027,8.244334047856094,18.754958875284043,13.337082744710617
31013,2019,49035.0,603352.0,54004.0,14.1,17.1,10.20119699004244,5.0,39.4,10.858753854445128,3754.0,141402416.0,37665.0,,414.0,3.2,5482.0,0,,0,0.0,0,31,2.3225050653699673,8.60922527686273,8.230577217146454,18.767120397560834,13.31025605332181
31013,2020,52654.0,562097.0,61904.0,12.8,17.7,10.08495727958161,4.8,39.6,10.362184555282871,3563.0,140474699.0,39423.0,,394.0,4.8,5409.0,0,,0,0.0,0,31,2.311044935361666,8.595819511871428,8.178358165605836,18.760537952230216,13.239429711847299
31013,2021,57044.0,566065.0,63366.0,12.4,18.7,10.062639255173131,3.7,40.1,10.39616467361228,3631.0,147311261.0,40569.0,,407.0,2.6,5451.0,0,,0,0.0,0,31,2.30882948167234,8.603554357064281,8.197263371414335,18.808058327933697,13.246464191580998
31013,2022,57033.0,529808.0,67893.0,12.0,18.1,10.022652794774606,4.0,40.9,10.272466555458914,3569.0,155191368.0,43488.0,,403.0,2.2,5319.0,0,,0,0.0,0,31,2.3048478105941337,8.579040594742317,8.18004072349016,18.86016954560992,13.180269955743851
31015,2012,41446.0,78200.0,38281.0,9.9,15.4,3.750451443229278,1.4,50.8,12.176294723962872,589.0,13536831.0,22986.0,,101.0,3.8,1145.0,0,,0,0.0,0,31,1.3218762175977845,7.0431599159883405,6.3784261836515865,16.420924750787712,11.267024926533402
31015,2013,40392.0,69819.0,41279.0,10.5,16.1,3.8763925287303103,1.9,51.9,12.371465791117483,580.0,13823292.0,23833.0,,104.0,3.4,1125.0,0,,0,0.0,0,31,1.3549049605031445,7.025538314638521,6.363028103540465,16.44186555343665,11.153661458012774
31015,2014,46639.0,84222.0,40083.0,12.1,18.6,3.8282385842740334,1.2,51.2,12.19362231848187,580.0,14677813.0,25314.0,,107.0,3.3,1100.0,0,,0,0.0,0,31,1.342404797738913,7.003065458786462,6.363028103540465,16.501847591850655,11.341211448762381
