fips,state,per_capita_income,total_employment,avg_annual_wage,elec_rate_cents_kwh,poverty_rate,unemployment_rate,pop_density,median_age,pct_bachelors
51183,VA,26582.333333333332,3499.6666666666665,32595.0,11.126671917919056,15.3,10.6,24.756608856595392,40.56666666666667,9.866666666666667
51195,VA,,15208.333333333334,38632.666666666664,10.630320587224332,24.1,8.299999999999999,102.75133848899463,39.43333333333333,12.233333333333334
17023,IL,34850.666666666664,4266.0,31131.333333333332,10.054666482977657,11.5,10.633333333333333,32.80312474029751,42.199999999999996,17.133333333333333
17091,IL,33655.333333333336,41915.333333333336,35679.333333333336,12.360022275538915,16.1,11.699999999999998,166.62724750797005,36.6,17.2
17175,IL,36082.666666666664,1277.0,29922.666666666668,10.14632638555059,12.1,8.966666666666667,20.8833027297898,42.699999999999996,15.1
17075,IL,37098.0,7940.333333333333,29668.0,10.09525183069695,11.7,9.366666666666667,26.746137220946935,42.96666666666667,13.833333333333334
17071,IL,34747.0,1101.3333333333333,26326.666666666668,10.031360755552713,10.4,8.466666666666667,19.461816876235833,46.9,15.166666666666666
17145,IL,30670.0,4915.333333333333,32423.333333333332,10.13508774295544,17.1,10.699999999999998,50.67039578091152,39.53333333333334,14.0
17049,IL,40186.0,19864.0,33720.0,10.151002110551202,9.7,7.133333333333333,71.51604775302216,39.06666666666667,19.533333333333335
17043,IL,56010.666666666664,558042.3333333334,55858.0,12.35259446368167,6.6,8.266666666666667,2790.6460971509982,37.800000000000004,45.6
17019,IL,38917.333333333336,87392.0,40641.333333333336,10.201566660570865,22.1,7.633333333333333,200.19362101413776,28.7,41.833333333333336
17051,IL,29705.333333333332,5977.0,30561.0,10.206360544192563,18.3,9.433333333333332,30.772308644301607,39.833333333333336,13.966666666666667
17155,IL,44674.0,1713.0,38466.333333333336,10.14632638555059,13.9,10.6,37.35027306362184,44.53333333333333,14.866666666666667
17187,IL,33847.0,6186.0,30023.666666666668,10.031360755552713,15.4,7.366666666666667,32.70007964836721,39.833333333333336,19.066666666666666
17191,IL,35872.666666666664,4391.0,29622.666666666668,10.161912661602631,13.0,8.233333333333333,23.528944800115806,42.6,12.433333333333332
17045,IL,33713.333333333336,6288.666666666667,35053.666666666664,10.118097622047097,15.7,10.5,29.91862979766542,42.93333333333334,16.666666666666668
17129,IL,38267.333333333336,2042.3333333333333,28544.666666666668,10.066690966796738,9.3,7.3999999999999995,40.46023370049821,42.6,22.133333333333336
17017,IL,33790.0,5694.333333333333,31518.0,10.130597802453993,17.1,8.366666666666667,36.24445781016303,38.166666666666664,12.466666666666667
17181,IL,34871.666666666664,4885.333333333333,31579.0,10.091247066200735,19.6,11.6,43.25074401342329,43.166666666666664,18.5
17053,IL,43818.666666666664,4469.0,33908.0,11.799713828427958,9.9,8.533333333333333,28.999355432591226,42.06666666666667,17.033333333333335
17021,IL,35571.666666666664,10998.333333333334,35311.666666666664,10.125596916698697,15.9,9.733333333333333,49.16113452385986,41.5,12.633333333333333
17171,IL,34430.666666666664,976.6666666666666,32179.0,10.096311428842938,10.5,8.633333333333335,21.328601618884324,42.96666666666667,17.633333333333336
17055,IL,32214.333333333332,8945.333333333334,30591.0,10.20305118241247,18.8,11.433333333333332,96.66506897777258,41.63333333333333,12.700000000000001
17087,IL,27679.666666666668,2239.6666666666665,38591.0,10.134796181555414,11.3,11.966666666666667,36.8782152918188,41.43333333333333,13.566666666666668
17069,IL,30433.333333333332,899.3333333333334,29294.333333333332,11.948358732918846,20.8,10.766666666666666,24.56747599907548,44.56666666666666,11.299999999999999
17009,IL,26271.666666666668,3246.3333333333335,40810.0,10.133367724076342,9.5,6.3999999999999995,22.57678691555974,37.800000000000004,11.433333333333332
19107,IA,37868.0,2337.0,30045.333333333332,10.624188849877635,12.0,6.1000000000000005,18.210960993367003,43.166666666666664,13.466666666666667
19097,IA,36462.666666666664,6046.333333333333,28520.666666666668,12.965387474334666,12.3,6.5,31.25207991702867,43.300000000000004,14.833333333333334
19047,IA,38225.666666666664,7508.666666666667,33957.666666666664,8.911312910857765,14.9,4.7,23.843061261256214,38.86666666666667,14.466666666666667
19149,IA,44381.666666666664,10501.333333333334,37711.666666666664,8.895121582623103,5.2,4.3999999999999995,28.881383852478905,41.96666666666667,20.033333333333335
19011,IA,42422.0,5571.0,32041.0,12.919760362139943,7.8,5.833333333333333,36.41520342074174,40.1,17.96666666666667
19041,IA,42940.666666666664,8925.666666666666,34996.0,12.803004106228457,10.3,5.533333333333334,29.406233950005696,42.76666666666667,18.5
19059,IA,46593.0,8377.666666666666,30884.0,12.94826808831185,7.9,6.333333333333333,43.93410628628692,47.43333333333334,27.099999999999998
19075,IA,46007.333333333336,3934.0,36701.0,10.591116867770323,6.5,5.166666666666667,24.734235984497513,42.46666666666667,21.2
19025,IA,43290.666666666664,3041.0,28898.666666666668,8.917347617271766,13.8,5.8,17.27718249024005,47.6,18.599999999999998
19027,IA,43656.666666666664,11855.333333333334,32492.666666666668,10.609031557637095,9.6,4.1000000000000005,36.50579298613465,42.4,18.5
19145,IA,34612.666666666664,6526.333333333333,32218.333333333332,8.896140609283803,12.6,6.033333333333334,29.925873860939962,43.666666666666664,16.8
19159,IA,35320.0,1418.6666666666667,29734.666666666668,13.010312701627296,13.5,4.633333333333334,9.610991388701109,45.23333333333333,20.400000000000002
19077,IA,42248.333333333336,3070.0,32733.333333333332,12.966918228145595,9.2,6.133333333333333,18.59452357247834,44.56666666666666,18.900000000000002
19139,IA,38076.0,21526.0,42667.0,12.867049474586185,15.1,6.8999999999999995,97.43243912568056,38.03333333333333,18.233333333333334
19083,IA,44502.666666666664,7283.0,33220.333333333336,10.623316714652946,9.6,6.0,30.890773050978353,43.6,19.466666666666665
19003,IA,43935.666666666664,1202.5,30608.0,10.615891097146797,11.2,4.466666666666667,9.634739537699392,46.06666666666666,16.266666666666666
19043,IA,39192.0,6569.333333333333,31818.333333333332,12.985904929080705,12.9,6.433333333333334,23.296201907267346,44.36666666666667,15.200000000000001
19185,IA,34038.666666666664,1867.6666666666667,30404.666666666668,12.982401410495553,14.8,5.8,12.146609346444158,45.666666666666664,11.866666666666667
19119,IA,46183.333333333336,4294.0,29797.0,10.570204399364968,9.3,3.3666666666666667,19.721731060393335,38.56666666666667,16.099999999999998
19169,IA,35819.0,42254.666666666664,40746.0,10.654498679325858,20.1,3.966666666666667,154.80906270959088,26.46666666666667,47.53333333333334
19087,IA,34240.333333333336,9140.333333333334,34936.666666666664,12.966865623088236,17.3,7.133333333333333,46.637254540765575,39.43333333333333,19.7
19105,IA,36086.333333333336,6250.666666666667,32202.333333333332,12.914260132248318,8.6,5.8999999999999995,35.95729575285461,42.53333333333333,16.7
19141,IA,45283.666666666664,6290.0,29744.333333333332,10.586967583518952,11.2,4.266666666666667,25.055479450062677,44.199999999999996,19.166666666666668
37185,NC,25207.333333333332,3485.3333333333335,30358.666666666668,10.460577880969835,24.4,13.4,48.558695144208116,44.86666666666667,14.133333333333333
