fips,year,covid_deaths_per_100k,covid_cases_per_100k
51680,2021,202.311,11108.491
51680,2022,107.982,12578.039
51680,2023,28.547,1424.866
51680,2024,0.0,0.0
51700,2010,0.0,0.0
51700,2011,0.0,0.0
51700,2012,0.0,0.0
51700,2013,0.0,0.0
51700,2014,0.0,0.0
51700,2015,0.0,0.0
51700,2016,0.0,0.0
51700,2017,0.0,0.0
51700,2018,0.0,0.0
51700,2019,0.0,0.0
51700,2020,38.403,3324.373
51700,2021,139.698,9851.23
51700,2022,68.458,13256.305
51700,2023,8.905,1393.643
51700,2024,0.0,0.0
51710,2010,0.0,0.0
51710,2011,0.0,0.0
51710,2012,0.0,0.0
51710,2013,0.0,0.0
51710,2014,0.0,0.0
51710,2015,0.0,0.0
51710,2016,0.0,0.0
51710,2017,0.0,0.0
51710,2018,0.0,0.0
51710,2019,0.0,0.0
51710,2020,43.745,3617.728
51710,2021,107.522,7810.271
51710,2022,60.098,9928.005
51710,2023,13.083,789.04
51710,2024,0.0,0.0
51730,2010,0.0,0.0
51730,2011,0.0,0.0
51730,2012,0.0,0.0
51730,2013,0.0,0.0
51730,2014,0.0,0.0
51730,2015,0.0,0.0
51730,2016,0.0,0.0
51730,2017,0.0,0.0
51730,2018,0.0,0.0
51730,2019,0.0,0.0
51730,2020,105.223,4604.298
51730,2021,242.331,13688.54
51730,2022,130.731,13044.449
51730,2023,9.566,1418.915
51730,2024,0.0,0.0
51760,2010,0.0,0.0
51760,2011,0.0,0.0
51760,2012,0.0,0.0
51760,2013,0.0,0.0
51760,2014,0.0,0.0
51760,2015,0.0,0.0
51760,2016,0.0,0.0
51760,2017,0.0,0.0
51760,2018,0.0,0.0
51760,2019,0.0,0.0
51760,2020,41.479,4041.09
51760,2021,130.614,9061.786
51760,2022,71.485,13574.587
51760,2023,0.441,401.991
51760,2024,0.0,0.0
51810,2010,0.0,0.0
51810,2011,0.0,0.0
51810,2012,0.0,0.0
51810,2013,0.0,0.0
51810,2014,0.0,0.0
51810,2015,0.0,0.0
51810,2016,0.0,0.0
51810,2017,0.0,0.0
51810,2018,0.0,0.0
51810,2019,0.0,0.0
51810,2020,33.318,3693.683
51810,2021,100.622,9325.168
51810,2022,69.747,11766.966
51810,2023,6.886,994.445
51810,2024,0.0,0.0
53015,2010,0.0,0.0
53015,2011,0.0,0.0
53015,2012,0.0,0.0
53015,2013,0.0,0.0
53015,2014,0.0,0.0
53015,2015,0.0,0.0
53015,2016,0.0,0.0
53015,2017,0.0,0.0
53015,2018,0.0,0.0
53015,2019,0.0,0.0
53015,2020,27.159,2261.702
53015,2021,236.94,11969.694
53015,2022,105.827,10991.028
53015,2023,34.651,480.436
53015,2024,0.0,0.0
53021,2010,0.0,0.0
53021,2011,0.0,0.0
53021,2012,0.0,0.0
53021,2013,0.0,0.0
53021,2014,0.0,0.0
53021,2015,0.0,0.0
53021,2016,0.0,0.0
53021,2017,0.0,0.0
53021,2018,0.0,0.0
53021,2019,0.0,0.0
53021,2020,90.209,9533.85
53021,2021,109.772,13495.419
53021,2022,46.735,16565.771
53021,2023,1.087,561.902
53021,2024,0.0,0.0
53025,2010,0.0,0.0
53025,2011,0.0,0.0
53025,2012,0.0,0.0
53025,2013,0.0,0.0
53025,2014,0.0,0.0
53025,2015,0.0,0.0
53025,2016,0.0,0.0
53025,2017,0.0,0.0
53025,2018,0.0,0.0
53025,2019,0.0,0.0
53025,2020,85.862,7249.063
53025,2021,135.076,12493.979
53025,2022,58.638,13721.179
53025,2023,4.188,1101.548
53025,2024,0.0,0.0
56005,2010,0.0,0.0
56005,2011,0.0,0.0
56005,2012,0.0,0.0
56005,2013,0.0,0.0
56005,2014,0.0,0.0
56005,2015,0.0,0.0
56005,2016,0.0,0.0
56005,2017,0.0,0.0
56005,2018,0.0,0.0
56005,2019,0.0,0.0
56005,2020,65.388,8827.438
56005,2021,208.821,11390.242
56005,2022,54.842,8608.07
56005,2023,10.547,628.573
56005,2024,0.0,0.0
56013,2010,0.0,0.0
56013,2011,0.0,0.0
56013,2012,0.0,0.0
56013,2013,0.0,0.0
56013,2014,0.0,0.0
56013,2015,0.0,0.0
56013,2016,0.0,0.0
56013,2017,0.0,0.0
56013,2018,0.0,0.0
56013,2019,0.0,0.0
56013,2020,160.756,9966.844
56013,2021,238.622,14445.393
56013,2022,110.519,17366.623
56013,2023,5.024,728.424
56013,2024,0.0,0.0
56021,2010,0.0,0.0
56021,2011,0.0,0.0
56021,2012,0.0,0.0
56021,2013,0.0,0.0
56021,2014,0.0,0.0
56021,2015,0.0,0.0
56021,2016,0.0,0.0
56021,2017,0.0,0.0
56021,2018,0.0,0.0
56021,2019,0.0,0.0
56021,2020,63.059,7165.378
56021,2021,171.888,11801.261
56021,2022,88.487,12716.64
56021,2023,4.068,560.415
56021,2024,0.0,0.0
56025,2010,0.0,0.0
56025,2011,0.0,0.0
56025,2012,0.0,0.0
56025,2013,0.0,0.0
56025,2014,0.0,0.0
56025,2015,0.0,0.0
56025,2016,0.0,0.0
56025,2017,0.0,0.0
56025,2018,0.0,0.0
56025,2019,0.0,0.0
56025,2020,114.523,8065.179
56025,2021,178.009,12829.099
56025,2022,78.424,10902.12
56025,2023,16.183,421.993
56025,2024,0.0,0.0
56037,2010,0.0,0.0
56037,2011,0.0,0.0
56037,2012,0.0,0.0
56037,2013,0.0,0.0
56037,2014,0.0,0.0
56037,2015,0.0,0.0
56037,2016,0.0,0.0
56037,2017,0.0,0.0
56037,2018,0.0,0.0
56037,2019,0.0,0.0
56037,2020,36.764,6815.101
56037,2021,209.094,12302.107
56037,2022,66.634,9397.762
56037,2023,6.893,250.454
56037,2024,0.0,0.0
