fips,year,total_employment,total_wages,avg_annual_wage,data_processing_employment,total_establishments
31001,2010,14653.0,468593135.0,31979.0,,1029.0
31001,2011,14627.0,477199127.0,32624.0,,1026.0
31001,2012,15226.0,512728128.0,33675.0,,1171.0
31001,2013,15285.0,517178037.0,33836.0,,1199.0
31001,2014,15309.0,535510238.0,34981.0,,1197.0
31001,2015,15370.0,551190872.0,35862.0,,1192.0
31001,2016,15513.0,568609053.0,36653.0,,1203.0
31001,2017,15449.0,587312019.0,38016.0,,1179.0
31001,2018,15339.0,604772747.0,39427.0,,1146.0
31001,2019,15394.0,625822700.0,40653.0,,1115.0
31001,2020,14968.0,639368818.0,42715.0,,1089.0
31001,2021,15028.0,672349118.0,44740.0,,1111.0
31001,2022,15440.0,733279474.0,47491.0,2.0,1126.0
31003,2010,1999.0,53687283.0,26856.0,,259.0
31003,2011,2008.0,56356162.0,28061.0,,264.0
31003,2012,2031.0,59373958.0,29233.0,,281.0
31003,2013,2079.0,62153196.0,29899.0,,293.0
31003,2014,2105.0,66089318.0,31400.0,,303.0
31003,2015,2130.0,69188054.0,32490.0,,304.0
31003,2016,2140.0,70828150.0,33099.0,,302.0
31003,2017,2164.0,76025718.0,35131.0,,293.0
31003,2018,2201.0,80813445.0,36721.0,,287.0
31003,2019,2193.0,82209028.0,37486.0,,287.0
31003,2020,2454.0,106268965.0,43307.0,,277.0
31003,2021,2226.0,91073987.0,40908.0,,291.0
31003,2022,2202.0,97080181.0,44097.0,,293.0
31005,2010,86.0,1754767.0,20464.0,,21.0
31005,2011,90.0,1718516.0,19148.0,,20.0
31005,2012,87.0,1753448.0,20155.0,,21.0
31005,2013,81.0,1773311.0,21938.0,,21.0
31005,2014,84.0,1929976.0,22930.0,,20.0
31005,2015,88.0,2266014.0,25653.0,,18.0
31005,2016,84.0,2391184.0,28438.0,,17.0
31005,2017,84.0,2410065.0,28691.0,,17.0
31005,2018,84.0,2397462.0,28598.0,,16.0
31005,2019,89.0,2396557.0,26953.0,,19.0
31005,2020,86.0,2522449.0,29474.0,,20.0
31005,2021,95.0,2584412.0,27228.0,,21.0
31005,2022,92.0,2522401.0,27442.0,,18.0
31007,2010,151.0,5013771.0,33277.0,,17.0
31007,2011,158.0,5329717.0,33822.0,,16.0
31007,2012,163.0,5319133.0,32583.0,,19.0
31007,2013,168.0,5882322.0,35031.0,,19.0
31007,2014,154.0,5535043.0,36020.0,,17.0
31007,2015,154.0,5714203.0,37065.0,,19.0
31007,2016,129.0,4459413.0,34636.0,,16.0
31007,2017,112.0,4050461.0,36219.0,,12.0
31007,2018,110.0,4059703.0,36767.0,,10.0
31007,2019,107.0,4017989.0,37669.0,,11.0
31007,2020,116.0,4487962.0,38857.0,,13.0
31007,2021,117.0,4460318.0,37987.0,,13.0
31007,2022,112.0,4782876.0,42832.0,,12.0
31009,2010,153.0,3923211.0,25726.0,,23.0
31009,2011,144.0,4163948.0,29017.0,,24.0
31009,2012,153.0,3920211.0,25664.0,,27.0
31009,2013,145.0,3896133.0,26901.0,,26.0
31009,2014,144.0,5017185.0,34821.0,,26.0
31009,2015,129.0,4089289.0,31618.0,,23.0
31009,2016,125.0,4084794.0,32788.0,,23.0
31009,2017,127.0,4479418.0,35179.0,,24.0
31009,2018,129.0,4544363.0,35137.0,,25.0
31009,2019,125.0,4565792.0,36453.0,,25.0
31009,2020,127.0,4792580.0,37886.0,,23.0
31009,2021,125.0,4880458.0,39122.0,,24.0
31009,2022,121.0,5100892.0,42098.0,,25.0
31011,2010,2222.0,63283106.0,28487.0,,247.0
31011,2011,2276.0,67435365.0,29627.0,,253.0
31011,2012,2317.0,70827355.0,30566.0,,264.0
31011,2013,2343.0,74394361.0,31749.0,,261.0
31011,2014,2354.0,76893710.0,32665.0,,267.0
31011,2015,2373.0,79148687.0,33350.0,,265.0
31011,2016,2371.0,81792494.0,34495.0,,267.0
31011,2017,2314.0,83078406.0,35908.0,,271.0
31011,2018,2373.0,88940380.0,37488.0,,271.0
31011,2019,2382.0,93782207.0,39366.0,,267.0
31011,2020,2329.0,96370641.0,41382.0,,262.0
31011,2021,2337.0,100602177.0,43054.0,,274.0
31011,2022,2382.0,109107689.0,45807.0,,273.0
31013,2010,3803.0,115032582.0,30251.0,,373.0
31013,2011,3830.0,122448973.0,31973.0,,373.0
31013,2012,3997.0,127744934.0,31961.0,,441.0
31013,2013,4020.0,132668531.0,32999.0,,457.0
31013,2014,4009.0,135560658.0,33818.0,,447.0
31013,2015,3912.0,134987965.0,34506.0,,435.0
31013,2016,3860.0,132919795.0,34432.0,,431.0
31013,2017,3816.0,137959900.0,36155.0,,435.0
31013,2018,3806.0,139693162.0,36707.0,,431.0
31013,2019,3754.0,141402416.0,37665.0,,414.0
31013,2020,3563.0,140474699.0,39423.0,,394.0
31013,2021,3631.0,147311261.0,40569.0,,407.0
31013,2022,3569.0,155191368.0,43488.0,,403.0
31015,2010,555.0,12160934.0,21908.0,,92.0
31015,2011,579.0,13088727.0,22612.0,,96.0
31015,2012,589.0,13536831.0,22986.0,,101.0
31015,2013,580.0,13823292.0,23833.0,,104.0
31015,2014,580.0,14677813.0,25314.0,,107.0
31015,2015,585.0,15959758.0,27289.0,,112.0
31015,2016,600.0,16897193.0,28170.0,,110.0
31015,2017,587.0,16982480.0,28947.0,,108.0
31015,2018,600.0,17670411.0,29475.0,,105.0
31015,2019,596.0,21367527.0,35847.0,,105.0
31015,2020,561.0,18039130.0,32146.0,,104.0
31015,2021,539.0,17994231.0,33379.0,,104.0
31015,2022,540.0,18273838.0,33851.0,,100.0
31017,2010,1227.0,32117629.0,26169.0,,156.0
31017,2011,1215.0,33125375.0,27258.0,,158.0
31017,2012,1229.0,34181315.0,27812.0,,169.0
31017,2013,1235.0,35804230.0,28993.0,,169.0
31017,2014,1238.0,37495925.0,30285.0,,169.0
31017,2015,1211.0,38939243.0,32168.0,,167.0
31017,2016,1200.0,39706257.0,33084.0,,166.0
31017,2017,1231.0,40999289.0,33301.0,,171.0
31017,2018,1238.0,42894510.0,34639.0,,175.0
31017,2019,1238.0,44827263.0,36219.0,,174.0
31017,2020,1225.0,46230684.0,37742.0,,173.0
31017,2021,1373.0,53475219.0,38952.0,,180.0
31017,2022,1379.0,56771027.0,41176.0,,179.0
31019,2010,25010.0,835692926.0,33415.0,,1570.0
31019,2011,25400.0,855142892.0,33667.0,,1591.0
31019,2012,26043.0,907467971.0,34845.0,,1771.0
31019,2013,26369.0,917263557.0,34786.0,,1824.0
31019,2014,26816.0,955324113.0,35625.0,,1891.0
31019,2015,26839.0,1006946671.0,37517.0,,1898.0
31019,2016,27079.0,1021700164.0,37731.0,,1916.0
31019,2017,27014.0,1055236717.0,39063.0,,1933.0
31019,2018,27375.0,1091589154.0,39875.0,,1938.0
31019,2019,27159.0,1119127269.0,41207.0,,1910.0
31019,2020,26088.0,1150807780.0,44112.0,,1877.0
31019,2021,26659.0,1223247870.0,45886.0,,1935.0
31019,2022,27017.0,1310063594.0,48490.0,,1953.0
31021,2010,1821.0,50032275.0,27483.0,,229.0
31021,2011,1787.0,51422752.0,28783.0,,236.0
31021,2012,1890.0,55820752.0,29528.0,,272.0
31021,2013,1925.0,58194470.0,30232.0,,269.0
31021,2014,1878.0,60688666.0,32316.0,,271.0
31021,2015,1906.0,63742752.0,33451.0,,283.0
31021,2016,1881.0,63446475.0,33729.0,,282.0
31021,2017,1827.0,63741263.0,34893.0,,274.0
31021,2018,1800.0,65333199.0,36306.0,,266.0
31021,2019,1786.0,65329569.0,36582.0,,260.0
31021,2020,1799.0,68742817.0,38219.0,,248.0
31021,2021,1830.0,72526859.0,39641.0,,259.0
31021,2022,1780.0,75108039.0,42194.0,,260.0
31023,2010,2506.0,78434186.0,31296.0,,224.0
31023,2011,2559.0,81440165.0,31825.0,,235.0
31023,2012,2581.0,86458840.0,33496.0,,277.0
31023,2013,2592.0,85798077.0,33103.0,,289.0
31023,2014,2696.0,99426608.0,36874.0,,286.0
31023,2015,2659.0,101484151.0,38165.0,,281.0
31023,2016,2556.0,97326468.0,38073.0,,281.0
31023,2017,2563.0,97401178.0,38008.0,,284.0
31023,2018,2538.0,101230666.0,39890.0,,279.0
31023,2019,2571.0,105383332.0,40989.0,,272.0
31023,2020,2461.0,109662462.0,44557.0,,276.0
31023,2021,2542.0,110826870.0,43600.0,,286.0
31023,2022,2596.0,127013844.0,48919.0,1.0,288.0
31025,2010,4800.0,144573960.0,30123.0,,605.0
31025,2011,4816.0,152082974.0,31580.0,,607.0
31025,2012,5010.0,163890658.0,32713.0,,650.0
31025,2013,5163.0,172573099.0,33424.0,,662.0
31025,2014,5500.0,182244090.0,33137.0,,673.0
31025,2015,5471.0,191412714.0,34987.0,,676.0
31025,2016,5647.0,203244151.0,35990.0,,687.0
31025,2017,5764.0,214174450.0,37155.0,,700.0
31025,2018,5814.0,219484175.0,37749.0,,697.0
31025,2019,5811.0,229645030.0,39518.0,,703.0
31025,2020,5595.0,241763632.0,43215.0,,673.0
31025,2021,5795.0,251406476.0,43383.0,,710.0
31025,2022,5728.0,269768888.0,47101.0,3.0,725.0
31027,2010,2571.0,72658783.0,28265.0,,342.0
31027,2011,2610.0,79289058.0,30382.0,,346.0
31027,2012,2672.0,83417603.0,31219.0,,371.0
31027,2013,2691.0,83878509.0,31165.0,,369.0
31027,2014,2734.0,87741479.0,32091.0,,370.0
31027,2015,2736.0,90423483.0,33050.0,,369.0
31027,2016,2658.0,89602919.0,33713.0,,361.0
31027,2017,2617.0,91155782.0,34829.0,,349.0
31027,2018,2614.0,93262166.0,35678.0,,346.0
31027,2019,2645.0,97536066.0,36870.0,,352.0
31027,2020,2574.0,99353032.0,38597.0,,342.0
31027,2021,2665.0,107027782.0,40163.0,,358.0
31027,2022,2671.0,110152352.0,41241.0,,353.0
31029,2010,1707.0,50556363.0,29619.0,,201.0
31029,2011,1769.0,55227347.0,31225.0,,209.0
31029,2012,1798.0,57435239.0,31951.0,,221.0
31029,2013,1843.0,60360531.0,32748.0,,226.0
31029,2014,1820.0,61585649.0,33843.0,,221.0
31029,2015,1859.0,63225521.0,34014.0,,229.0
31029,2016,1824.0,63208132.0,34661.0,,232.0
31029,2017,1853.0,65919246.0,35574.0,,232.0
31029,2018,1846.0,67837091.0,36755.0,,234.0
31029,2019,1831.0,71909944.0,39270.0,,233.0
31029,2020,1813.0,76454018.0,42174.0,,238.0
31029,2021,1763.0,74588866.0,42316.0,,240.0
31029,2022,1796.0,83592131.0,46554.0,,234.0
31031,2010,2250.0,53102936.0,23600.0,,303.0
31031,2011,2237.0,53706093.0,24006.0,,299.0
31031,2012,2284.0,57500705.0,25177.0,,315.0
31031,2013,2272.0,58120473.0,25584.0,,324.0
31031,2014,2270.0,62922266.0,27721.0,,335.0
31031,2015,2342.0,67202057.0,28695.0,,336.0
31031,2016,2389.0,69391939.0,29045.0,,341.0
31031,2017,2317.0,68956511.0,29768.0,,338.0
31031,2018,2293.0,72164845.0,31466.0,,332.0
31031,2019,2289.0,72772350.0,31792.0,,326.0
31031,2020,2183.0,73143337.0,33505.0,,311.0
31031,2021,2278.0,80071892.0,35146.0,,319.0
31031,2022,2215.0,82301027.0,37165.0,,320.0
31033,2010,5378.0,219550366.0,40821.0,,353.0
31033,2011,5532.0,237571546.0,42946.0,,354.0
31033,2012,5685.0,282478039.0,49685.0,,390.0
31033,2013,5751.0,298353522.0,51877.0,,399.0
31033,2014,5779.0,303941845.0,52591.0,,410.0
31033,2015,5849.0,293857185.0,50242.0,,424.0
31033,2016,5485.0,277776073.0,50643.0,,419.0
31033,2017,5068.0,316473868.0,62442.0,,408.0
31033,2018,4582.0,221339358.0,48310.0,,386.0
31033,2019,4166.0,168897088.0,40543.0,,380.0
31033,2020,3855.0,162993564.0,42280.0,,370.0
31033,2021,3854.0,163568420.0,42440.0,,386.0
31033,2022,3871.0,172106844.0,44461.0,,389.0
31035,2010,2435.0,80650911.0,33124.0,,248.0
31035,2011,2465.0,84255920.0,34187.0,,255.0
31035,2012,2468.0,87570710.0,35478.0,,275.0
31035,2013,2529.0,91789294.0,36289.0,,279.0
31035,2014,2586.0,94409860.0,36503.0,,294.0
31035,2015,2514.0,94127254.0,37445.0,,295.0
31035,2016,2420.0,97519731.0,40296.0,,291.0
31035,2017,2369.0,96788554.0,40852.0,,293.0
31035,2018,2341.0,98573181.0,42104.0,,291.0
31035,2019,2359.0,101884757.0,43194.0,,290.0
31035,2020,2253.0,106081093.0,47091.0,,284.0
31035,2021,2248.0,107448281.0,47803.0,,289.0
31035,2022,2054.0,100247670.0,48816.0,,285.0
31037,2010,4776.0,152291951.0,31886.0,,289.0
31037,2011,4771.0,154891926.0,32466.0,,292.0
31037,2012,4772.0,159236515.0,33372.0,,318.0
31037,2013,4803.0,168492183.0,35078.0,,320.0
31037,2014,4970.0,173259951.0,34863.0,,327.0
31037,2015,5077.0,185708955.0,36577.0,,336.0
31037,2016,5153.0,214105473.0,41553.0,,338.0
31037,2017,5187.0,213104213.0,41081.0,,329.0
31037,2018,5110.0,221725597.0,43393.0,,320.0
31037,2019,5053.0,230096852.0,45537.0,,311.0
31037,2020,4999.0,256231236.0,51259.0,,318.0
31037,2021,4851.0,259798232.0,53554.0,,324.0
31037,2022,4921.0,269388978.0,54746.0,,329.0
31039,2010,3758.0,111530782.0,29681.0,,427.0
31039,2011,3772.0,121282795.0,32151.0,,426.0
31039,2012,3792.0,124373338.0,32801.0,,458.0
31039,2013,3825.0,129437962.0,33844.0,,462.0
31039,2014,3878.0,134376129.0,34652.0,,460.0
31039,2015,3813.0,138862289.0,36415.0,,460.0
31039,2016,3723.0,138980904.0,37327.0,,458.0
31039,2017,3709.0,140986336.0,38008.0,,451.0
31039,2018,3698.0,147699987.0,39940.0,,437.0
31039,2019,3721.0,153509916.0,41251.0,,432.0
31039,2020,3714.0,162152366.0,43661.0,,420.0
31039,2021,3764.0,168162884.0,44678.0,,434.0
31039,2022,3735.0,180205117.0,48249.0,,426.0
31041,2010,3893.0,114429308.0,29395.0,,446.0
31041,2011,3910.0,118305113.0,30259.0,,449.0
31041,2012,4085.0,129156598.0,31618.0,,489.0
31041,2013,4161.0,138655524.0,33323.0,,503.0
31041,2014,4233.0,147108502.0,34757.0,,510.0
31041,2015,4440.0,159407353.0,35899.0,,513.0
31041,2016,4501.0,160510729.0,35660.0,,526.0
31041,2017,4569.0,167665354.0,36693.0,,523.0
31041,2018,4579.0,171639978.0,37481.0,,507.0
31041,2019,4508.0,176097031.0,39064.0,,505.0
31041,2020,4387.0,180640498.0,41180.0,,492.0
31041,2021,4467.0,192546109.0,43103.0,,506.0
31041,2022,4457.0,203290230.0,45611.0,,500.0
31043,2010,11511.0,403615584.0,35062.0,,497.0
31043,2011,11685.0,408287475.0,34940.0,,496.0
31043,2012,11771.0,414004126.0,35171.0,,548.0
31043,2013,11857.0,431909671.0,36425.0,,563.0
31043,2014,12102.0,468728743.0,38732.0,,569.0
31043,2015,12494.0,485381036.0,38851.0,,566.0
31043,2016,12469.0,515750270.0,41363.0,,571.0
31043,2017,12703.0,555358736.0,43718.0,,559.0
31043,2018,12761.0,590795668.0,46297.0,,525.0
31043,2019,12479.0,622285750.0,49866.0,,511.0
31043,2020,12018.0,635682466.0,52895.0,,502.0
31043,2021,12291.0,716218360.0,58271.0,,526.0
31043,2022,13183.0,780918286.0,59235.0,,530.0
31045,2010,3370.0,89839274.0,26656.0,,321.0
31045,2011,3298.0,91996977.0,27899.0,,326.0
31045,2012,3367.0,94762183.0,28147.0,,385.0
31045,2013,3353.0,95804482.0,28571.0,,387.0
31045,2014,3334.0,98514852.0,29551.0,,378.0
31045,2015,3350.0,101239985.0,30224.0,,379.0
31045,2016,3309.0,104217005.0,31496.0,,374.0
31045,2017,3331.0,105378833.0,31641.0,,364.0
31045,2018,3161.0,106531622.0,33705.0,,347.0
31045,2019,3043.0,105061093.0,34527.0,,328.0
31045,2020,2936.0,108713749.0,37025.0,,328.0
31045,2021,3094.0,113050328.0,36541.0,,339.0
31045,2022,3075.0,117403510.0,38175.0,,329.0
31047,2010,11156.0,342453782.0,30696.0,,782.0
31047,2011,10990.0,347102211.0,31585.0,,777.0
31047,2012,11235.0,360764325.0,32111.0,,859.0
31047,2013,11357.0,369154957.0,32504.0,,889.0
31047,2014,11557.0,385433044.0,33352.0,,894.0
31047,2015,11453.0,395452235.0,34528.0,,904.0
31047,2016,11436.0,409213761.0,35783.0,,906.0
31047,2017,11419.0,429431454.0,37608.0,,877.0
31047,2018,11418.0,450670718.0,39472.0,,847.0
31047,2019,11435.0,466506302.0,40796.0,,835.0
31047,2020,11354.0,495718231.0,43659.0,,813.0
31047,2021,11558.0,510138609.0,44136.0,,827.0
31047,2022,11717.0,574635368.0,49043.0,,819.0
31049,2010,530.0,13398374.0,25288.0,,70.0
31049,2011,542.0,13931574.0,25700.0,,74.0
31049,2012,663.0,17026572.0,25694.0,,87.0
31049,2013,618.0,17232269.0,27888.0,,86.0
31049,2014,587.0,16820791.0,28672.0,,88.0
31049,2015,582.0,16925643.0,29103.0,,86.0
31049,2016,592.0,17873139.0,30217.0,,85.0
31049,2017,580.0,17221391.0,29709.0,,86.0
31049,2018,525.0,16599567.0,31598.0,,82.0
31049,2019,525.0,17381845.0,33140.0,,82.0
31049,2020,512.0,17520611.0,34192.0,,79.0
31049,2021,529.0,18046225.0,34135.0,,85.0
31049,2022,574.0,19988178.0,34823.0,,85.0
31051,2010,1857.0,54300764.0,29237.0,,135.0
31051,2011,1835.0,52354078.0,28536.0,,135.0
31051,2012,1791.0,52236933.0,29165.0,,143.0
31051,2013,1766.0,53919408.0,30529.0,,149.0
31051,2014,1742.0,60102645.0,34509.0,,148.0
31051,2015,1687.0,54725781.0,32446.0,,148.0
31051,2016,1714.0,58300993.0,34013.0,,154.0
31051,2017,1729.0,59776918.0,34573.0,,150.0
31051,2018,1702.0,61969887.0,36406.0,,146.0
31051,2019,1746.0,66957052.0,38343.0,,149.0
31051,2020,1723.0,72538539.0,42102.0,,150.0
31051,2021,1775.0,77826604.0,43840.0,,159.0
31051,2022,1837.0,88061596.0,47949.0,,157.0
31053,2010,15946.0,517603250.0,32460.0,,1093.0
31053,2011,16201.0,516551417.0,31884.0,,1097.0
31053,2012,16474.0,530825006.0,32223.0,,1187.0
31053,2013,16613.0,552566420.0,33260.0,,1206.0
31053,2014,16832.0,578929308.0,34394.0,,1200.0
31053,2015,16964.0,603358919.0,35568.0,,1188.0
31053,2016,17096.0,623803644.0,36489.0,,1214.0
31053,2017,17387.0,652866921.0,37550.0,,1207.0
31053,2018,17314.0,689408539.0,39819.0,,1179.0
31053,2019,17378.0,719550361.0,41406.0,,1176.0
31053,2020,17535.0,792605421.0,45202.0,,1145.0
31053,2021,17799.0,827509938.0,46493.0,,1167.0
31053,2022,18357.0,913512097.0,49765.0,14.0,1154.0
31055,2010,310928.0,13433734978.0,43205.0,4598.0,15665.0
31055,2011,311961.0,13739058850.0,44041.0,4847.0,15823.0
31055,2012,316696.0,14267478450.0,45051.0,4965.0,17375.0
31055,2013,321258.0,14695985587.0,45745.0,4728.0,18079.0
31055,2014,327244.0,15312354928.0,46792.0,4676.0,18334.0
31055,2015,332191.0,16308004928.0,49092.0,5182.0,18477.0
31055,2016,336971.0,16754862817.0,49722.0,5238.0,18933.0
31055,2017,338872.0,17227471617.0,50838.0,5036.0,18959.0
31055,2018,339604.0,17740908838.0,52240.0,5025.0,18783.0
31055,2019,341763.0,18551064354.0,54281.0,4975.0,18777.0
31055,2020,326831.0,19177441458.0,58677.0,4287.0,18583.0
31055,2021,331137.0,20266589482.0,61203.0,2884.0,19588.0
31055,2022,337267.0,21989126355.0,65198.0,1394.0,19750.0
31057,2010,600.0,18013039.0,30005.0,,85.0
31057,2011,625.0,19667529.0,31468.0,,88.0
31057,2012,665.0,21155298.0,31820.0,,100.0
31057,2013,684.0,24477656.0,35786.0,,107.0
31057,2014,669.0,22061124.0,32972.0,,107.0
31057,2015,577.0,20919966.0,36256.0,,100.0
31057,2016,565.0,20135909.0,35655.0,,99.0
31057,2017,578.0,21198927.0,36671.0,,97.0
31057,2018,560.0,21588830.0,38534.0,,92.0
31057,2019,565.0,23421851.0,41491.0,,90.0
31057,2020,549.0,23104891.0,42117.0,,84.0
31057,2021,553.0,24011571.0,43427.0,,84.0
31057,2022,565.0,26695942.0,47256.0,,89.0
31059,2010,2140.0,62174165.0,29058.0,,256.0
31059,2011,2207.0,66784695.0,30260.0,,260.0
31059,2012,2228.0,71959737.0,32304.0,,285.0
31059,2013,2237.0,74978845.0,33525.0,,295.0
31059,2014,2250.0,78608755.0,34940.0,,305.0
31059,2015,2215.0,80704761.0,36437.0,,308.0
31059,2016,2176.0,81887758.0,37634.0,,300.0
31059,2017,2141.0,83408044.0,38967.0,,300.0
31059,2018,2187.0,86974616.0,39772.0,,297.0
31059,2019,2186.0,91641825.0,41927.0,,288.0
31059,2020,2122.0,93191636.0,43908.0,,279.0
31059,2021,2230.0,99906530.0,44801.0,,289.0
31059,2022,2273.0,112701940.0,49585.0,,291.0
31061,2010,816.0,21060347.0,25822.0,,116.0
31061,2011,824.0,21446676.0,26014.0,,117.0
31061,2012,824.0,22280890.0,27032.0,,128.0
31061,2013,793.0,22104856.0,27893.0,,130.0
31061,2014,790.0,22419519.0,28397.0,,131.0
31061,2015,764.0,23751114.0,31081.0,,131.0
31061,2016,753.0,23866832.0,31706.0,,130.0
31061,2017,739.0,23076158.0,31223.0,,121.0
31061,2018,737.0,22957667.0,31140.0,,122.0
31061,2019,735.0,23718379.0,32252.0,,120.0
31061,2020,709.0,24743949.0,34912.0,,119.0
31061,2021,740.0,26192977.0,35380.0,,128.0
31061,2022,791.0,29994238.0,37931.0,,132.0
31063,2010,776.0,21075586.0,27153.0,,84.0
31063,2011,764.0,20991511.0,27476.0,,82.0
31063,2012,780.0,21529133.0,27587.0,,93.0
31063,2013,777.0,22554441.0,29015.0,,95.0
31063,2014,760.0,23871348.0,31410.0,,89.0
31063,2015,769.0,25306207.0,32904.0,,87.0
31063,2016,807.0,26508918.0,32866.0,,91.0
31063,2017,816.0,27816305.0,34089.0,,93.0
31063,2018,798.0,27833606.0,34865.0,,92.0
31063,2019,872.0,29904230.0,34287.0,,92.0
31063,2020,797.0,29129285.0,36552.0,,92.0
31063,2021,813.0,29990232.0,36900.0,,92.0
31063,2022,783.0,29969726.0,38276.0,,96.0
31065,2010,1885.0,53949170.0,28624.0,,240.0
31065,2011,1902.0,56500475.0,29699.0,,242.0
31065,2012,1920.0,59242793.0,30852.0,,278.0
31065,2013,1966.0,61345500.0,31199.0,,278.0
31065,2014,2010.0,65714667.0,32701.0,,267.0
31065,2015,2060.0,68299047.0,33150.0,,251.0
31065,2016,2060.0,70542218.0,34247.0,,247.0
31065,2017,2049.0,70956362.0,34638.0,,247.0
31065,2018,1984.0,70410974.0,35485.0,,240.0
31065,2019,1917.0,73078051.0,38119.0,,235.0
31065,2020,1870.0,76075009.0,40675.0,,232.0
31065,2021,1855.0,78434442.0,42281.0,,236.0
31065,2022,1808.0,82749842.0,45764.0,,230.0
31067,2010,9159.0,267848851.0,29246.0,,720.0
31067,2011,8836.0,267337200.0,30255.0,,746.0
31067,2012,8958.0,276211124.0,30836.0,,827.0
31067,2013,8943.0,283163907.0,31662.0,,841.0
31067,2014,8984.0,296492318.0,33003.0,,840.0
31067,2015,9112.0,309723332.0,33990.0,,846.0
31067,2016,9226.0,320258573.0,34711.0,,842.0
31067,2017,9094.0,324180420.0,35649.0,,831.0
31067,2018,9031.0,332334578.0,36799.0,,789.0
31067,2019,8976.0,343449823.0,38262.0,,788.0
31067,2020,8546.0,347104448.0,40618.0,,778.0
31067,2021,8553.0,359710007.0,42055.0,,792.0
31067,2022,8474.0,384658208.0,45393.0,,787.0
31069,2010,588.0,14519187.0,24703.0,,74.0
31069,2011,570.0,14786974.0,25927.0,,72.0
31069,2012,586.0,15549585.0,26531.0,,80.0
31069,2013,573.0,15522693.0,27082.0,,83.0
31069,2014,538.0,15291359.0,28414.0,,80.0
31069,2015,558.0,16562090.0,29703.0,,82.0
31069,2016,559.0,17441040.0,31228.0,,89.0
31069,2017,568.0,19158517.0,33740.0,,88.0
31069,2018,562.0,18139118.0,32262.0,,89.0
31069,2019,500.0,16896638.0,33816.0,,79.0
31069,2020,479.0,16816912.0,35133.0,,78.0
31069,2021,506.0,17861077.0,35275.0,,84.0
31069,2022,508.0,18793632.0,37014.0,,82.0
31071,2010,812.0,18300600.0,22528.0,,105.0
31071,2011,810.0,19245265.0,23757.0,,105.0
31071,2012,839.0,20894254.0,24906.0,,109.0
31071,2013,843.0,22025609.0,26115.0,,112.0
31071,2014,843.0,22803864.0,27064.0,,118.0
31071,2015,848.0,24016061.0,28324.0,,119.0
31071,2016,811.0,22545665.0,27786.0,,122.0
31071,2017,819.0,23815332.0,29073.0,,123.0
31071,2018,834.0,24908455.0,29860.0,,125.0
31071,2019,808.0,25570792.0,31660.0,,122.0
31071,2020,800.0,27261731.0,34063.0,,118.0
31071,2021,776.0,27746656.0,35756.0,,122.0
31071,2022,770.0,29102841.0,37792.0,,117.0
31073,2010,430.0,12480132.0,29024.0,,72.0
31073,2011,431.0,12478682.0,28970.0,,70.0
31073,2012,438.0,13368748.0,30499.0,,75.0
31073,2013,461.0,14033398.0,30419.0,,76.0
31073,2014,440.0,14132520.0,32113.0,,77.0
31073,2015,408.0,13467267.0,33001.0,,73.0
31073,2016,395.0,13307254.0,33682.0,,67.0
31073,2017,373.0,12990941.0,34852.0,,66.0
31073,2018,386.0,13823689.0,35789.0,,70.0
31073,2019,417.0,15917780.0,38134.0,,76.0
31073,2020,412.0,16791244.0,40747.0,,78.0
31073,2021,488.0,19593889.0,40186.0,,82.0
31073,2022,498.0,21690082.0,43518.0,,81.0
31075,2010,245.0,5869879.0,24000.0,,50.0
31075,2011,258.0,6027190.0,23391.0,,54.0
31075,2012,257.0,6525562.0,25375.0,,56.0
31075,2013,268.0,6590612.0,24599.0,,54.0
31075,2014,265.0,6995288.0,26356.0,,50.0
31075,2015,264.0,7328403.0,27794.0,,50.0
31075,2016,281.0,7820436.0,27864.0,,49.0
31075,2017,298.0,8445504.0,28341.0,,54.0
31075,2018,294.0,8692753.0,29550.0,,58.0
31075,2019,287.0,8747162.0,30460.0,,56.0
31075,2020,285.0,8746951.0,30700.0,,57.0
31075,2021,286.0,8922284.0,31242.0,,59.0
31075,2022,274.0,9324839.0,34022.0,,56.0
31077,2010,691.0,16453578.0,23800.0,,109.0
31077,2011,679.0,16994412.0,25032.0,,112.0
31077,2012,641.0,17180212.0,26813.0,,116.0
31077,2013,637.0,17549531.0,27572.0,,115.0
31077,2014,624.0,17408262.0,27890.0,,116.0
31077,2015,621.0,18241964.0,29379.0,,116.0
31077,2016,616.0,18814893.0,30552.0,,118.0
31077,2017,615.0,19010209.0,30894.0,,121.0
31077,2018,617.0,19730301.0,31973.0,,121.0
31077,2019,615.0,20421097.0,33196.0,,123.0
31077,2020,618.0,22006370.0,35628.0,,121.0
31077,2021,621.0,23233154.0,37402.0,,125.0
31077,2022,627.0,23779154.0,37951.0,,124.0
31079,2010,33326.0,1102979988.0,33096.0,,1873.0
31079,2011,34114.0,1149075366.0,33684.0,,1900.0
31079,2012,34955.0,1194845107.0,34182.0,,2102.0
31079,2013,35298.0,1227863662.0,34786.0,,2145.0
31079,2014,35227.0,1275642854.0,36212.0,,2164.0
31079,2015,34560.0,1290158626.0,37331.0,,2165.0
31079,2016,34742.0,1315336331.0,37860.0,,2186.0
31079,2017,34927.0,1363864990.0,39049.0,,2172.0
31079,2018,34880.0,1396787818.0,40046.0,,2129.0
31079,2019,34721.0,1440938680.0,41501.0,,2105.0
