fips,year,total_employment,total_wages,avg_annual_wage,data_processing_employment,total_establishments
31157,2019,16287.0,646152363.0,39674.0,,1416.0
31157,2020,15771.0,656731942.0,41641.0,,1342.0
31157,2021,15759.0,679690930.0,43131.0,,1388.0
31157,2022,15779.0,719296103.0,45587.0,,1364.0
31159,2010,5775.0,189235458.0,32767.0,,455.0
31159,2011,5975.0,205309912.0,34361.0,,458.0
31159,2012,6179.0,218571661.0,35374.0,,500.0
31159,2013,6355.0,225958917.0,35554.0,,514.0
31159,2014,6285.0,232555318.0,37000.0,,524.0
31159,2015,6226.0,233354999.0,37481.0,,535.0
31159,2016,6243.0,239636423.0,38388.0,,546.0
31159,2017,6253.0,248462699.0,39735.0,,542.0
31159,2018,6164.0,257141384.0,41715.0,,523.0
31159,2019,6083.0,257369496.0,42308.0,,519.0
31159,2020,5678.0,254780192.0,44869.0,,518.0
31159,2021,5705.0,262823623.0,46066.0,,539.0
31159,2022,5833.0,289440273.0,49618.0,,537.0
31161,2010,1713.0,40888831.0,23877.0,,221.0
31161,2011,1689.0,41728633.0,24700.0,,221.0
31161,2012,1707.0,43197505.0,25310.0,,256.0
31161,2013,1711.0,44707644.0,26127.0,,266.0
31161,2014,1758.0,48266127.0,27449.0,,268.0
31161,2015,1737.0,48814273.0,28104.0,,271.0
31161,2016,1757.0,50251018.0,28609.0,,279.0
31161,2017,1754.0,51251030.0,29217.0,,271.0
31161,2018,1744.0,54207422.0,31087.0,,261.0
31161,2019,1696.0,56338299.0,33210.0,,255.0
31161,2020,1683.0,59803892.0,35538.0,,249.0
31161,2021,1694.0,62641763.0,36979.0,,255.0
31161,2022,1709.0,64593985.0,37800.0,,246.0
31163,2010,805.0,19142232.0,23787.0,,103.0
31163,2011,802.0,19540084.0,24364.0,,102.0
31163,2012,809.0,20191074.0,24953.0,,116.0
31163,2013,790.0,19897728.0,25187.0,,116.0
31163,2014,807.0,21130101.0,26192.0,,117.0
31163,2015,805.0,22321657.0,27735.0,,114.0
31163,2016,817.0,23743949.0,29071.0,,117.0
31163,2017,791.0,23552194.0,29763.0,,115.0
31163,2018,812.0,24357474.0,30006.0,,114.0
31163,2019,777.0,23731901.0,30536.0,,116.0
31163,2020,737.0,24137842.0,32763.0,,111.0
31163,2021,753.0,24969322.0,33178.0,,115.0
31163,2022,705.0,25392583.0,36031.0,,110.0
31165,2010,165.0,3977875.0,24084.0,,34.0
31165,2011,159.0,3971627.0,24953.0,,29.0
31165,2012,160.0,4111563.0,25671.0,,30.0
31165,2013,157.0,4309229.0,27447.0,,29.0
31165,2014,159.0,4554608.0,28675.0,,32.0
31165,2015,153.0,4667813.0,30559.0,,29.0
31165,2016,157.0,4994827.0,31814.0,,30.0
31165,2017,154.0,5108751.0,33120.0,,30.0
31165,2018,153.0,5043477.0,33036.0,,26.0
31165,2019,151.0,5176805.0,34246.0,,25.0
31165,2020,158.0,5562066.0,35129.0,,26.0
31165,2021,171.0,6175666.0,36115.0,,27.0
31165,2022,182.0,6618947.0,36468.0,,28.0
31167,2010,1392.0,62370768.0,44815.0,,119.0
31167,2011,1405.0,65761035.0,46805.0,,117.0
31167,2012,1449.0,70550169.0,48678.0,,120.0
31167,2013,1467.0,71438250.0,48697.0,,119.0
31167,2014,1359.0,75479737.0,55524.0,,118.0
31167,2015,1339.0,70697526.0,52818.0,,116.0
31167,2016,1285.0,71552862.0,55698.0,,114.0
31167,2017,1334.0,79968997.0,59958.0,,110.0
31167,2018,1332.0,88455489.0,66396.0,,107.0
31167,2019,1305.0,84389110.0,64654.0,,107.0
31167,2020,1321.0,85704936.0,64871.0,,102.0
31167,2021,1359.0,95753963.0,70463.0,,107.0
31167,2022,1336.0,103572299.0,77548.0,,106.0
31169,2010,2188.0,66794714.0,30523.0,,226.0
31169,2011,2297.0,74614533.0,32478.0,,235.0
31169,2012,2413.0,84157407.0,34878.0,,252.0
31169,2013,2480.0,89652683.0,36145.0,,254.0
31169,2014,2492.0,88942532.0,35688.0,,257.0
31169,2015,2459.0,86818604.0,35302.0,,257.0
31169,2016,2411.0,85077830.0,35291.0,,256.0
31169,2017,2388.0,86592207.0,36255.0,,258.0
31169,2018,2399.0,89668936.0,37380.0,,258.0
31169,2019,2287.0,89192219.0,38997.0,,254.0
31169,2020,2236.0,95794417.0,42842.0,,254.0
31169,2021,2177.0,99392231.0,45647.0,,268.0
31169,2022,2177.0,106989133.0,49155.0,,266.0
31171,2010,218.0,6557502.0,30069.0,,34.0
31171,2011,235.0,6799556.0,28955.0,,35.0
31171,2012,250.0,6671707.0,26696.0,,36.0
31171,2013,266.0,7618020.0,28639.0,,37.0
31171,2014,250.0,7833543.0,31397.0,,38.0
31171,2015,263.0,8110077.0,30827.0,,38.0
31171,2016,274.0,7779390.0,28383.0,,37.0
31171,2017,259.0,8277396.0,31949.0,,35.0
31171,2018,264.0,8861342.0,33619.0,,36.0
31171,2019,247.0,8788799.0,35630.0,,37.0
31171,2020,239.0,9928721.0,41543.0,,40.0
31171,2021,247.0,9549784.0,38598.0,,42.0
31171,2022,271.0,12332462.0,45437.0,,42.0
31173,2010,2773.0,98500675.0,35523.0,,151.0
31173,2011,2803.0,104788983.0,37380.0,,158.0
31173,2012,2923.0,112002337.0,38320.0,,185.0
31173,2013,2922.0,112098325.0,38365.0,,194.0
31173,2014,2909.0,116046921.0,39892.0,,199.0
31173,2015,2893.0,125472779.0,43369.0,,198.0
31173,2016,2933.0,120381166.0,41050.0,,196.0
31173,2017,2990.0,122789309.0,41061.0,,189.0
31173,2018,2932.0,123359064.0,42077.0,,182.0
31173,2019,3036.0,133964568.0,44127.0,,172.0
31173,2020,2955.0,147678041.0,49974.0,,173.0
31173,2021,3108.0,153167725.0,49287.0,,177.0
31173,2022,3158.0,167450239.0,53031.0,,169.0
31175,2010,1703.0,45568841.0,26766.0,,208.0
31175,2011,1710.0,46775722.0,27354.0,,207.0
31175,2012,1757.0,50956454.0,29005.0,,228.0
31175,2013,1749.0,52228107.0,29863.0,,239.0
31175,2014,1762.0,54516704.0,30943.0,,243.0
31175,2015,1747.0,56284084.0,32221.0,,243.0
31175,2016,1800.0,59402333.0,32995.0,,250.0
31175,2017,1825.0,61626692.0,33773.0,,251.0
31175,2018,1786.0,63716935.0,35676.0,,244.0
31175,2019,1825.0,64967004.0,35590.0,,244.0
31175,2020,1775.0,68932643.0,38844.0,,240.0
31175,2021,1751.0,68872716.0,39335.0,,248.0
31175,2022,1752.0,71602736.0,40865.0,8.0,247.0
31177,2010,7809.0,344558922.0,44125.0,,591.0
31177,2011,7778.0,363713502.0,46763.0,,572.0
31177,2012,8295.0,398566772.0,48047.0,,630.0
31177,2013,8341.0,422209127.0,50620.0,,649.0
31177,2014,8105.0,395811558.0,48837.0,,642.0
31177,2015,8171.0,428386729.0,52426.0,,633.0
31177,2016,8070.0,410587337.0,50880.0,,656.0
31177,2017,7867.0,399502418.0,50784.0,,665.0
31177,2018,7838.0,419938117.0,53576.0,,668.0
31177,2019,7721.0,395725028.0,51255.0,,663.0
31177,2020,7511.0,407564676.0,54264.0,,651.0
31177,2021,7700.0,437903194.0,56868.0,,689.0
31177,2022,7726.0,460241989.0,59569.0,,696.0
31179,2010,4115.0,112963495.0,27452.0,,281.0
31179,2011,4046.0,115955369.0,28663.0,,266.0
31179,2012,4222.0,122670767.0,29058.0,,285.0
31179,2013,4194.0,126391323.0,30136.0,,289.0
31179,2014,4082.0,129879787.0,31817.0,,286.0
31179,2015,4080.0,138476541.0,33939.0,,286.0
31179,2016,4122.0,143422625.0,34792.0,,285.0
31179,2017,4170.0,148774548.0,35682.0,,286.0
31179,2018,4185.0,151899328.0,36298.0,,280.0
31179,2019,4295.0,154497160.0,35973.0,,275.0
31179,2020,4216.0,156896259.0,37217.0,,281.0
31179,2021,4278.0,163386883.0,38191.0,,290.0
31179,2022,4137.0,171672947.0,41499.0,,288.0
31181,2010,971.0,24854403.0,25605.0,,112.0
31181,2011,990.0,26291960.0,26564.0,,113.0
31181,2012,1027.0,27783477.0,27055.0,,135.0
31181,2013,1032.0,28433693.0,27545.0,,142.0
31181,2014,1054.0,29690791.0,28170.0,,145.0
31181,2015,1065.0,30326693.0,28478.0,,147.0
31181,2016,1070.0,31390319.0,29339.0,,146.0
31181,2017,1045.0,31616445.0,30253.0,,139.0
31181,2018,1043.0,33067827.0,31712.0,,134.0
31181,2019,1048.0,34908719.0,33323.0,,130.0
31181,2020,1006.0,36804571.0,36603.0,,128.0
31181,2021,1016.0,37987481.0,37386.0,,134.0
31181,2022,1024.0,40437057.0,39493.0,,136.0
31183,2010,291.0,8341570.0,28682.0,,36.0
31183,2011,297.0,9066514.0,30493.0,,38.0
31183,2012,304.0,10748486.0,35376.0,,37.0
31183,2013,310.0,10055717.0,32455.0,,39.0
31183,2014,317.0,10850925.0,34203.0,,41.0
31183,2015,322.0,10748669.0,33381.0,,41.0
31183,2016,317.0,10669943.0,33712.0,,41.0
31183,2017,317.0,10650885.0,33608.0,,41.0
31183,2018,306.0,10610979.0,34686.0,,41.0
31183,2019,302.0,10861925.0,35937.0,,40.0
31183,2020,294.0,11390922.0,38745.0,,39.0
31183,2021,293.0,11148931.0,38019.0,,41.0
31183,2022,286.0,11805586.0,41218.0,,39.0
31185,2010,7251.0,223683805.0,30848.0,,570.0
31185,2011,7450.0,243623231.0,32700.0,,583.0
31185,2012,7785.0,258754516.0,33236.0,,634.0
31185,2013,7754.0,266825033.0,34413.0,,651.0
31185,2014,7737.0,273653461.0,35368.0,,665.0
31185,2015,7641.0,277152011.0,36272.0,4.0,660.0
31185,2016,7762.0,283596900.0,36535.0,,648.0
31185,2017,7809.0,290702382.0,37226.0,,634.0
31185,2018,7759.0,303096696.0,39063.0,,617.0
31185,2019,7650.0,308420562.0,40314.0,,614.0
31185,2020,7274.0,317624431.0,43666.0,,623.0
31185,2021,7328.0,339799721.0,46371.0,,637.0
31185,2022,7461.0,376697315.0,50488.0,,645.0
31999,2010,13495.0,753401974.0,55827.0,32.0,3741.0
31999,2011,12918.0,771601536.0,59729.0,38.0,3883.0
31999,2012,13439.0,834506340.0,62096.0,43.0,4154.0
31999,2013,14356.0,909929176.0,63384.0,41.0,4521.0
31999,2014,15994.0,1083654799.0,67753.0,49.0,4898.0
31999,2015,17668.0,1197178475.0,67761.0,34.0,5158.0
31999,2016,18153.0,1202727429.0,66256.0,36.0,5549.0
31999,2017,19917.0,1329712336.0,66763.0,46.0,5839.0
31999,2018,21680.0,1503400972.0,69346.0,89.0,6077.0
31999,2019,22467.0,1617155369.0,71978.0,129.0,6393.0
31999,2020,23905.0,1825719266.0,76375.0,194.0,6529.0
31999,2021,28933.0,2298547179.0,79444.0,400.0,8567.0
31999,2022,33058.0,2962933432.0,89629.0,424.0,10338.0
39001,2010,5919.0,177444116.0,29980.0,,480.0
39001,2011,5869.0,188458394.0,32110.0,,515.0
39001,2012,5509.0,178682283.0,32433.0,,488.0
39001,2013,5492.0,187327891.0,34108.0,,499.0
39001,2014,5570.0,192885763.0,34629.0,,515.0
39001,2015,5803.0,207429262.0,35745.0,,542.0
39001,2016,6042.0,219277227.0,36291.0,,572.0
39001,2017,6032.0,226314023.0,37517.0,,586.0
39001,2018,6070.0,231611066.0,38159.0,,603.0
39001,2019,5898.0,235359041.0,39902.0,,622.0
39001,2020,5806.0,246550404.0,42466.0,,641.0
39001,2021,6057.0,268987500.0,44412.0,,674.0
39001,2022,6249.0,284919832.0,45591.0,30.0,674.0
39003,2010,49342.0,1826350862.0,37014.0,,2596.0
39003,2011,49396.0,1884976993.0,38160.0,,2599.0
39003,2012,49889.0,1945773371.0,39002.0,,2571.0
39003,2013,50178.0,1972473731.0,39309.0,,2528.0
39003,2014,49814.0,2018900991.0,40528.0,5.0,2487.0
39003,2015,50014.0,2059014414.0,41169.0,,2463.0
39003,2016,50406.0,2129979362.0,42257.0,,2465.0
39003,2017,50931.0,2222882416.0,43645.0,,2487.0
39003,2018,50828.0,2299995153.0,45251.0,16.0,2489.0
39003,2019,50165.0,2317122537.0,46190.0,,2510.0
39003,2020,47761.0,2337103659.0,48933.0,,2525.0
39003,2021,48379.0,2458966589.0,50828.0,19.0,2529.0
39003,2022,49136.0,2617096566.0,53262.0,49.0,2562.0
39005,2010,17051.0,559202609.0,32795.0,,1093.0
39005,2011,17241.0,580910327.0,33693.0,,1082.0
39005,2012,17495.0,598933849.0,34234.0,,1075.0
39005,2013,17520.0,604196174.0,34486.0,,1090.0
39005,2014,17958.0,635602235.0,35394.0,,1091.0
39005,2015,18349.0,677678583.0,36933.0,,1119.0
39005,2016,18358.0,688126902.0,37484.0,,1128.0
39005,2017,18481.0,708897266.0,38359.0,,1140.0
39005,2018,18731.0,726583682.0,38791.0,,1141.0
39005,2019,19295.0,754844403.0,39122.0,,1171.0
39005,2020,18455.0,777612753.0,42135.0,,1169.0
39005,2021,18772.0,828692410.0,44145.0,,1181.0
39005,2022,18952.0,871556354.0,45987.0,72.0,1203.0
39007,2010,29416.0,952353068.0,32376.0,91.0,2145.0
39007,2011,30180.0,989403500.0,32784.0,90.0,2136.0
39007,2012,30109.0,997497357.0,33129.0,91.0,2105.0
39007,2013,30177.0,1007665326.0,33392.0,91.0,2086.0
39007,2014,30015.0,1044895106.0,34813.0,84.0,2053.0
39007,2015,30161.0,1069530648.0,35461.0,90.0,2047.0
39007,2016,30112.0,1066452697.0,35416.0,109.0,2052.0
39007,2017,30092.0,1107573920.0,36807.0,98.0,2081.0
39007,2018,30787.0,1148290192.0,37298.0,96.0,2095.0
39007,2019,30716.0,1172043160.0,38158.0,98.0,2124.0
39007,2020,28573.0,1160163107.0,40603.0,92.0,2127.0
39007,2021,28948.0,1227164341.0,42392.0,91.0,2156.0
39007,2022,29619.0,1337868006.0,45169.0,90.0,2199.0
39009,2010,19477.0,707331405.0,36316.0,,1210.0
39009,2011,19540.0,718288774.0,36760.0,,1208.0
39009,2012,19884.0,735823596.0,37007.0,,1194.0
39009,2013,19791.0,747340865.0,37762.0,,1185.0
39009,2014,20174.0,783240299.0,38824.0,,1177.0
39009,2015,20634.0,817828056.0,39635.0,,1176.0
39009,2016,21089.0,838637072.0,39767.0,,1196.0
39009,2017,21514.0,884400878.0,41108.0,12.0,1206.0
39009,2018,20775.0,862575078.0,41520.0,9.0,1230.0
39009,2019,20952.0,895214891.0,42727.0,,1252.0
39009,2020,19737.0,888499741.0,45017.0,6.0,1259.0
39009,2021,20156.0,924735800.0,45878.0,9.0,1304.0
39009,2022,20889.0,956407066.0,45785.0,50.0,1346.0
39011,2010,18288.0,629319151.0,34411.0,,1053.0
39011,2011,18623.0,660529828.0,35469.0,,1041.0
39011,2012,19190.0,711783279.0,37091.0,,1039.0
39011,2013,19523.0,742928531.0,38054.0,,1033.0
39011,2014,20316.0,793479803.0,39058.0,,1036.0
39011,2015,20942.0,858641523.0,41002.0,,1056.0
39011,2016,21127.0,877518025.0,41536.0,,1061.0
39011,2017,21339.0,911643428.0,42721.0,,1067.0
39011,2018,21681.0,974882026.0,44965.0,,1062.0
39011,2019,22071.0,1013332218.0,45913.0,,1073.0
39011,2020,20373.0,963669222.0,47302.0,,1066.0
39011,2021,20771.0,1021278217.0,49169.0,,1081.0
39011,2022,20940.0,1068657759.0,51034.0,44.0,1092.0
39013,2010,22506.0,713425066.0,31699.0,66.0,1591.0
39013,2011,22671.0,741049781.0,32687.0,71.0,1588.0
39013,2012,22577.0,767970778.0,34015.0,66.0,1590.0
39013,2013,22833.0,821404903.0,35975.0,65.0,1588.0
39013,2014,23682.0,912476264.0,38531.0,76.0,1568.0
39013,2015,23615.0,930238773.0,39391.0,75.0,1596.0
39013,2016,23084.0,863906481.0,37425.0,69.0,1624.0
39013,2017,23210.0,934910701.0,40281.0,67.0,1643.0
39013,2018,22615.0,938450400.0,41497.0,72.0,1649.0
39013,2019,22126.0,927673759.0,41926.0,72.0,1649.0
39013,2020,19742.0,817059535.0,41387.0,67.0,1637.0
39013,2021,20375.0,865468342.0,42478.0,66.0,1645.0
39013,2022,20806.0,957068108.0,45999.0,67.0,1657.0
39015,2010,8127.0,264688963.0,32569.0,,624.0
39015,2011,8065.0,264224375.0,32761.0,34.0,630.0
39015,2012,8099.0,264920620.0,32709.0,50.0,630.0
39015,2013,8194.0,274080167.0,33450.0,54.0,638.0
39015,2014,8146.0,279113592.0,34265.0,56.0,643.0
39015,2015,7921.0,271750332.0,34308.0,56.0,639.0
39015,2016,8081.0,279637658.0,34605.0,56.0,659.0
39015,2017,8125.0,288214796.0,35473.0,56.0,665.0
39015,2018,8127.0,291511409.0,35872.0,55.0,670.0
39015,2019,7848.0,270349739.0,34448.0,55.0,677.0
39015,2020,7512.0,276377130.0,36792.0,50.0,679.0
39015,2021,7686.0,297479376.0,38703.0,53.0,691.0
39015,2022,7841.0,315970712.0,40299.0,51.0,712.0
39017,2010,137975.0,5686643119.0,41215.0,41.0,7285.0
39017,2011,138752.0,5769680516.0,41583.0,58.0,7414.0
39017,2012,138754.0,5888890648.0,42441.0,53.0,7421.0
39017,2013,138994.0,5952433957.0,42825.0,72.0,7460.0
39017,2014,142924.0,6302539194.0,44097.0,75.0,7498.0
39017,2015,145219.0,6711922427.0,46219.0,53.0,7568.0
39017,2016,150345.0,7039725732.0,46824.0,66.0,7618.0
39017,2017,153926.0,7448744129.0,48392.0,52.0,7827.0
39017,2018,155213.0,7635717281.0,49195.0,45.0,7883.0
39017,2019,157990.0,7970024849.0,50446.0,45.0,8059.0
39017,2020,148967.0,8130258352.0,54577.0,67.0,8098.0
39017,2021,150387.0,8458000889.0,56242.0,59.0,8319.0
39017,2022,153980.0,9064584357.0,58869.0,213.0,8702.0
39019,2010,5486.0,157596025.0,28726.0,,504.0
39019,2011,5570.0,162912561.0,29251.0,,501.0
39019,2012,5950.0,190188538.0,31967.0,,530.0
39019,2013,6674.0,248129428.0,37180.0,,548.0
39019,2014,6766.0,247000175.0,36509.0,,548.0
39019,2015,6823.0,242976470.0,35612.0,,557.0
39019,2016,6650.0,245285058.0,36885.0,,557.0
39019,2017,6685.0,267033644.0,39948.0,,563.0
39019,2018,6113.0,225092313.0,36822.0,,554.0
39019,2019,6271.0,246099296.0,39247.0,,539.0
39019,2020,5792.0,234146188.0,40425.0,,539.0
39019,2021,5764.0,239528867.0,41557.0,,541.0
39019,2022,5778.0,255138532.0,44158.0,21.0,550.0
39021,2010,9294.0,320757985.0,34514.0,,703.0
39021,2011,9297.0,331297903.0,35635.0,,706.0
39021,2012,9636.0,356556405.0,37002.0,,682.0
39021,2013,10357.0,397678967.0,38398.0,,670.0
39021,2014,10533.0,410540418.0,38978.0,,664.0
39021,2015,10640.0,416089829.0,39105.0,,686.0
39021,2016,10699.0,418554801.0,39122.0,,693.0
39021,2017,10733.0,439542470.0,40954.0,,693.0
39021,2018,10858.0,454543012.0,41864.0,,688.0
39021,2019,10874.0,469890564.0,43213.0,44.0,695.0
39021,2020,10153.0,456269993.0,44938.0,37.0,695.0
39021,2021,9986.0,464224991.0,46486.0,34.0,701.0
39021,2022,10167.0,503183086.0,49491.0,33.0,721.0
39023,2010,47239.0,1597535887.0,33818.0,,2632.0
39023,2011,48108.0,1661760699.0,34542.0,12.0,2603.0
39023,2012,48227.0,1703989586.0,35333.0,12.0,2568.0
39023,2013,48531.0,1719370732.0,35428.0,11.0,2556.0
39023,2014,48930.0,1755025393.0,35868.0,14.0,2528.0
39023,2015,48609.0,1798001495.0,36989.0,,2520.0
39023,2016,47917.0,1826404798.0,38116.0,,2530.0
39023,2017,48153.0,1918601133.0,39844.0,,2540.0
39023,2018,47964.0,1961728435.0,40900.0,25.0,2502.0
39023,2019,47819.0,2009210047.0,42017.0,4.0,2511.0
39023,2020,44466.0,1993427338.0,44831.0,5.0,2511.0
39023,2021,45456.0,2158992273.0,47497.0,8.0,2550.0
39023,2022,46481.0,2292920537.0,49330.0,118.0,2593.0
39025,2010,51697.0,1938379716.0,37495.0,58.0,3833.0
39025,2011,52309.0,2004548026.0,38321.0,12.0,3850.0
39025,2012,53331.0,2100770724.0,39392.0,28.0,3828.0
39025,2013,53598.0,2109557379.0,39359.0,20.0,3810.0
39025,2014,55227.0,2272977963.0,41157.0,,3778.0
39025,2015,57556.0,2439302742.0,42381.0,,3878.0
39025,2016,58254.0,2462063778.0,42264.0,16.0,3918.0
39025,2017,58642.0,2507395805.0,42757.0,17.0,4024.0
39025,2018,59393.0,2626013141.0,44214.0,27.0,4073.0
39025,2019,59695.0,2727578267.0,45692.0,42.0,4153.0
39025,2020,56611.0,2771547388.0,48958.0,12.0,4196.0
39025,2021,58425.0,3032417800.0,51903.0,19.0,4343.0
39025,2022,60411.0,3322580908.0,55000.0,144.0,4649.0
39027,2010,16234.0,626880317.0,38616.0,30.0,838.0
39027,2011,15726.0,591770927.0,37631.0,34.0,846.0
39027,2012,15509.0,607325532.0,39159.0,36.0,847.0
39027,2013,15432.0,599204211.0,38828.0,38.0,833.0
39027,2014,15732.0,623487391.0,39631.0,36.0,815.0
39027,2015,16000.0,668749633.0,41797.0,36.0,825.0
39027,2016,16945.0,720207834.0,42503.0,37.0,820.0
39027,2017,17425.0,777585080.0,44625.0,32.0,827.0
39027,2018,17848.0,845917719.0,47395.0,42.0,843.0
39027,2019,18038.0,887869937.0,49222.0,45.0,867.0
39027,2020,17158.0,915875793.0,53380.0,44.0,877.0
39027,2021,18000.0,1019293558.0,56627.0,42.0,898.0
39027,2022,18505.0,1091292882.0,58973.0,45.0,930.0
39029,2010,28980.0,895642148.0,30905.0,64.0,2215.0
39029,2011,29659.0,943981477.0,31828.0,64.0,2246.0
39029,2012,30247.0,981937627.0,32464.0,64.0,2245.0
39029,2013,30494.0,1010151765.0,33127.0,65.0,2205.0
39029,2014,30840.0,1061555103.0,34422.0,65.0,2182.0
39029,2015,30659.0,1080667700.0,35248.0,69.0,2176.0
39029,2016,29637.0,1048850522.0,35390.0,67.0,2145.0
39029,2017,29458.0,1074503449.0,36476.0,68.0,2131.0
39029,2018,29596.0,1123237454.0,37952.0,67.0,2119.0
39029,2019,29755.0,1160080542.0,38987.0,84.0,2158.0
39029,2020,28063.0,1196523552.0,42637.0,71.0,2150.0
39029,2021,27971.0,1271164668.0,45445.0,68.0,2198.0
39029,2022,27969.0,1275357737.0,45599.0,69.0,2228.0
39031,2010,10790.0,364592791.0,33789.0,,743.0
39031,2011,10495.0,356691491.0,33988.0,,743.0
39031,2012,10331.0,358728845.0,34722.0,,739.0
39031,2013,10762.0,397370154.0,36923.0,,720.0
39031,2014,10595.0,402958969.0,38033.0,,716.0
39031,2015,10998.0,490532379.0,44603.0,,717.0
39031,2016,10288.0,377940053.0,36737.0,,723.0
39031,2017,10140.0,379297400.0,37407.0,,722.0
39031,2018,10155.0,395229793.0,38919.0,,719.0
39031,2019,10093.0,399589477.0,39591.0,,714.0
39031,2020,9337.0,403215165.0,43184.0,,703.0
39031,2021,9329.0,404986684.0,43410.0,,708.0
39031,2022,9539.0,437154963.0,45830.0,37.0,719.0
39033,2010,12893.0,407320564.0,31592.0,,958.0
39033,2011,13228.0,433311037.0,32756.0,,952.0
39033,2012,13596.0,474482714.0,34898.0,,949.0
39033,2013,13186.0,443993509.0,33671.0,,942.0
39033,2014,13240.0,460646946.0,34792.0,,928.0
39033,2015,13271.0,479132375.0,36103.0,,921.0
39033,2016,13424.0,480261915.0,35777.0,,919.0
39033,2017,13358.0,501832526.0,37569.0,,934.0
39033,2018,12488.0,486831282.0,38985.0,,925.0
39033,2019,12777.0,519457260.0,40654.0,,926.0
39033,2020,12328.0,532031310.0,43155.0,,917.0
39033,2021,12350.0,553138011.0,44787.0,,923.0
39033,2022,12454.0,585067145.0,46978.0,36.0,936.0
39035,2010,685369.0,32423597131.0,47308.0,3805.0,36017.0
39035,2011,687989.0,33536319799.0,48745.0,3777.0,35975.0
39035,2012,700914.0,35340930930.0,50421.0,3824.0,35741.0
39035,2013,707731.0,35988871664.0,50851.0,3782.0,35733.0
39035,2014,708513.0,37091060068.0,52351.0,4042.0,35397.0
39035,2015,714116.0,38238900436.0,53547.0,4151.0,35504.0
39035,2016,719480.0,38841905492.0,53986.0,4300.0,35607.0
39035,2017,720084.0,40232187524.0,55871.0,4450.0,35921.0
39035,2018,726917.0,41631033295.0,57271.0,4384.0,35951.0
39035,2019,732550.0,43168961959.0,58930.0,4306.0,36324.0
39035,2020,681602.0,43228822285.0,63422.0,4023.0,36608.0
39035,2021,690959.0,46008018267.0,66586.0,4103.0,37749.0
39035,2022,704809.0,48843147393.0,69300.0,5325.0,38864.0
39037,2010,16715.0,541797820.0,32414.0,38.0,1239.0
39037,2011,17050.0,571386733.0,33512.0,39.0,1230.0
39037,2012,17728.0,616027901.0,34749.0,44.0,1222.0
39037,2013,17878.0,619580672.0,34657.0,46.0,1231.0
39037,2014,17948.0,637959821.0,35544.0,53.0,1223.0
39037,2015,18328.0,675366540.0,36850.0,53.0,1212.0
39037,2016,18529.0,695034184.0,37512.0,57.0,1210.0
39037,2017,18520.0,730551614.0,39446.0,57.0,1218.0
39037,2018,18475.0,735740455.0,39824.0,58.0,1218.0
39037,2019,18271.0,737343584.0,40357.0,61.0,1234.0
39037,2020,17443.0,761512250.0,43656.0,60.0,1237.0
39037,2021,17960.0,806513540.0,44907.0,49.0,1241.0
39037,2022,18311.0,852255974.0,46543.0,47.0,1292.0
39039,2010,15115.0,547661211.0,36232.0,,858.0
39039,2011,15068.0,563256640.0,37381.0,,862.0
39039,2012,15308.0,598857655.0,39121.0,,859.0
39039,2013,15559.0,623385947.0,40065.0,,861.0
39039,2014,16025.0,671437786.0,41899.0,,857.0
39039,2015,15734.0,657831443.0,41810.0,,871.0
39039,2016,15625.0,669707477.0,42860.0,,859.0
39039,2017,15715.0,670276117.0,42651.0,,873.0
39039,2018,15706.0,671454425.0,42753.0,,866.0
39039,2019,15385.0,668314751.0,43440.0,,860.0
39039,2020,14361.0,653366358.0,45496.0,,861.0
39039,2021,14686.0,694427827.0,47284.0,,886.0
39039,2022,14850.0,735764219.0,49546.0,34.0,903.0
39041,2010,72153.0,3350301260.0,46433.0,131.0,4245.0
39041,2011,75658.0,3599421136.0,47575.0,108.0,4352.0
39041,2012,79668.0,3901372879.0,48971.0,118.0,4396.0
39041,2013,81466.0,4057314242.0,49804.0,124.0,4509.0
39041,2014,82151.0,4181344187.0,50898.0,195.0,4664.0
39041,2015,84274.0,4363221009.0,51774.0,191.0,4854.0
39041,2016,85181.0,4457210145.0,52327.0,196.0,5058.0
39041,2017,88120.0,4735700683.0,53741.0,244.0,5320.0
39041,2018,88543.0,4899065110.0,55330.0,281.0,5456.0
39041,2019,90527.0,5204264141.0,57489.0,266.0,5629.0
39041,2020,84743.0,5279365599.0,62299.0,239.0,5891.0
39041,2021,88890.0,5717166197.0,64317.0,238.0,6240.0
39041,2022,92493.0,6173572241.0,66747.0,271.0,6639.0
39043,2010,35536.0,1212897344.0,34132.0,,1999.0
39043,2011,36550.0,1258753613.0,34439.0,36.0,2016.0
39043,2012,36312.0,1272398205.0,35041.0,,2013.0
39043,2013,36597.0,1258637744.0,34392.0,,2001.0
39043,2014,36471.0,1279561474.0,35084.0,,1988.0
39043,2015,36848.0,1325681896.0,35977.0,,1966.0
39043,2016,36970.0,1368246920.0,37010.0,,1981.0
39043,2017,37403.0,1444636637.0,38623.0,,1981.0
39043,2018,37417.0,1443221944.0,38571.0,,1978.0
39043,2019,36615.0,1462725830.0,39949.0,,1985.0
39043,2020,32928.0,1430286010.0,43437.0,,1982.0
39043,2021,35451.0,1598955067.0,45103.0,,2004.0
39043,2022,36052.0,1684272502.0,46717.0,83.0,2054.0
39045,2010,39029.0,1268593990.0,32504.0,,2770.0
39045,2011,39324.0,1304836739.0,33182.0,,2813.0
