fips,year,unemployment_rate,labor_force
51145,2014,4.4,13711
51145,2015,3.9,13442
51145,2016,3.5,13656
51145,2017,3.3,13863
51145,2018,2.7,14083
51145,2019,2.5,14398
51145,2020,5.0,14045
51145,2021,2.9,14102
51145,2022,2.5,14669
51147,2010,9.9,10298
51147,2011,9.0,10368
51147,2012,8.3,10263
51147,2013,8.2,9985
51147,2014,7.5,10055
51147,2015,6.2,10096
51147,2016,5.3,10166
51147,2017,4.8,10336
51147,2018,3.9,10444
51147,2019,3.7,10473
51147,2020,6.7,10061
51147,2021,4.8,9977
51147,2022,3.8,9941
51149,2010,8.2,13985
51149,2011,7.8,14507
51149,2012,7.3,14638
51149,2013,6.8,14740
51149,2014,6.2,14812
51149,2015,5.3,14928
51149,2016,4.8,14949
51149,2017,4.4,15063
51149,2018,3.6,15047
51149,2019,3.3,15224
51149,2020,6.7,14858
51149,2021,4.5,14874
51149,2022,3.3,15388
51153,2010,6.2,218644
51153,2011,5.6,224848
51153,2012,5.2,228525
51153,2013,5.1,231198
51153,2014,4.8,232639
51153,2015,4.1,232296
51153,2016,3.6,235285
51153,2017,3.4,241599
51153,2018,2.8,243484
51153,2019,2.5,248487
51153,2020,6.7,245636
51153,2021,3.9,244085
51153,2022,2.6,250685
51155,2010,11.3,17011
51155,2011,8.7,16855
51155,2012,7.3,16857
51155,2013,7.4,16853
51155,2014,6.0,16511
51155,2015,5.0,16373
51155,2016,5.9,16285
51155,2017,5.3,16355
51155,2018,3.5,16037
51155,2019,3.4,16291
51155,2020,8.1,16082
51155,2021,3.9,16039
51155,2022,3.0,16602
51157,2010,6.5,4030
51157,2011,5.6,3997
51157,2012,5.3,3958
51157,2013,5.0,3918
51157,2014,4.7,3811
51157,2015,4.1,3749
51157,2016,3.5,3717
51157,2017,3.5,3682
51157,2018,2.8,3655
51157,2019,2.5,3780
51157,2020,4.7,3593
51157,2021,2.9,3622
51157,2022,2.5,3710
51159,2010,7.2,4371
51159,2011,6.6,4259
51159,2012,6.3,3920
51159,2013,6.0,3940
51159,2014,5.3,3986
51159,2015,4.5,3915
51159,2016,3.6,3913
51159,2017,3.6,4083
51159,2018,3.1,4066
51159,2019,2.9,4084
51159,2020,5.0,4004
51159,2021,3.5,3958
51159,2022,2.8,3960
51161,2010,6.5,49317
51161,2011,5.7,49648
51161,2012,5.1,49504
51161,2013,4.9,49848
51161,2014,4.5,50161
51161,2015,3.9,49273
51161,2016,3.5,49206
51161,2017,3.4,49368
51161,2018,2.7,49269
51161,2019,2.5,49909
51161,2020,5.3,48652
51161,2021,3.1,48447
51161,2022,2.5,49776
51163,2010,7.7,11158
51163,2011,6.8,10993
51163,2012,6.0,10752
51163,2013,5.7,10419
51163,2014,5.2,10334
51163,2015,4.6,10363
51163,2016,4.3,10475
51163,2017,4.1,10672
51163,2018,3.0,10611
51163,2019,2.7,10851
51163,2020,5.7,10348
51163,2021,3.7,10483
51163,2022,2.8,10755
51165,2010,6.9,40427
51165,2011,6.0,41252
51165,2012,5.6,40816
51165,2013,5.0,40640
51165,2014,4.6,40524
51165,2015,4.1,40273
51165,2016,3.5,40616
51165,2017,3.2,40983
51165,2018,2.7,41252
51165,2019,2.3,42722
51165,2020,4.9,41404
51165,2021,2.9,41832
51165,2022,2.5,42907
51167,2010,10.5,12109
51167,2011,9.5,11924
51167,2012,8.5,11758
51167,2013,8.3,11598
51167,2014,7.7,11308
51167,2015,6.5,11465
51167,2016,6.4,11253
51167,2017,5.2,11543
51167,2018,4.3,11232
51167,2019,4.1,11291
51167,2020,6.9,11100
51167,2021,4.3,10731
51167,2022,3.4,11006
51169,2010,8.6,10086
51169,2011,7.3,10135
51169,2012,7.4,10069
51169,2013,6.8,10003
51169,2014,5.7,9817
51169,2015,5.1,9537
51169,2016,4.8,9436
51169,2017,4.0,9392
51169,2018,3.3,9137
51169,2019,3.1,9146
51169,2020,5.5,8925
51169,2021,3.6,8875
51169,2022,3.1,9184
51171,2010,8.4,20865
51171,2011,7.0,21047
51171,2012,6.2,20800
51171,2013,5.5,20945
51171,2014,4.9,21298
51171,2015,4.2,21120
51171,2016,3.7,20856
51171,2017,3.3,21831
51171,2018,2.9,22261
51171,2019,2.5,22369
51171,2020,5.5,21981
51171,2021,3.6,21760
51171,2022,2.7,22145
51173,2010,12.4,13740
51173,2011,10.9,13728
51173,2012,9.4,13486
51173,2013,8.9,13397
51173,2014,7.8,13485
51173,2015,6.4,13509
51173,2016,5.7,13691
51173,2017,4.9,14009
51173,2018,4.0,13716
51173,2019,3.7,13762
51173,2020,6.7,13314
51173,2021,4.1,13517
51173,2022,3.1,13571
51175,2010,8.8,9510
51175,2011,7.7,9426
51175,2012,6.2,9479
51175,2013,5.5,9244
51175,2014,4.8,9156
51175,2015,4.0,9234
51175,2016,3.9,9049
51175,2017,3.6,9120
51175,2018,2.8,9066
51175,2019,2.6,9171
51175,2020,5.1,9015
51175,2021,3.5,8817
51175,2022,2.7,9036
51177,2010,7.2,63445
51177,2011,6.7,64187
51177,2012,6.0,64049
51177,2013,5.7,64172
51177,2014,5.3,64336
51177,2015,4.6,64057
51177,2016,4.0,65027
51177,2017,3.7,66005
51177,2018,3.1,66424
51177,2019,2.9,68488
51177,2020,6.2,67452
51177,2021,3.8,67326
51177,2022,2.9,69356
51179,2010,6.7,63985
51179,2011,6.2,65045
51179,2012,5.7,65422
51179,2013,5.5,66106
51179,2014,5.2,66910
51179,2015,4.4,66918
51179,2016,3.9,68383
51179,2017,3.6,70099
51179,2018,3.0,71426
51179,2019,2.7,73947
51179,2020,5.8,73203
51179,2021,3.6,73204
51179,2022,2.8,75585
51181,2010,9.2,3700
51181,2011,8.4,3753
51181,2012,7.6,3682
51181,2013,7.1,3633
51181,2014,6.1,3676
51181,2015,5.0,3731
51181,2016,5.2,3660
51181,2017,4.3,3773
51181,2018,3.4,3766
51181,2019,3.4,3685
51181,2020,5.9,3572
51181,2021,3.7,3552
51181,2022,2.8,3649
51183,2010,11.7,4291
51183,2011,10.5,4375
51183,2012,9.6,4270
51183,2013,9.1,4183
51183,2014,7.7,4120
51183,2015,6.8,4088
51183,2016,6.2,3952
51183,2017,5.9,3855
51183,2018,5.0,3776
51183,2019,4.5,3788
51183,2020,8.9,3663
51183,2021,6.3,3639
51183,2022,4.1,3689
51185,2010,9.0,18427
51185,2011,8.0,18172
51185,2012,8.1,17940
51185,2013,8.4,17665
51185,2014,8.0,17273
51185,2015,7.3,16670
51185,2016,7.4,15965
51185,2017,5.6,16303
51185,2018,4.4,15974
51185,2019,4.3,15738
51185,2020,7.9,15388
51185,2021,5.2,15067
51185,2022,4.1,15403
51187,2010,8.3,20137
51187,2011,7.4,20087
51187,2012,6.6,20028
51187,2013,6.0,20091
51187,2014,5.5,19983
51187,2015,4.7,19697
51187,2016,4.0,19725
51187,2017,3.7,20052
51187,2018,3.1,20253
51187,2019,2.8,20646
51187,2020,6.0,20172
51187,2021,3.5,20135
51187,2022,2.8,20735
51191,2010,8.1,27455
51191,2011,7.1,27852
51191,2012,6.6,27726
51191,2013,6.2,27842
51191,2014,5.7,27712
51191,2015,4.7,27083
51191,2016,4.4,26881
51191,2017,4.1,27081
51191,2018,3.4,26772
51191,2019,3.3,26441
51191,2020,6.0,25752
51191,2021,3.6,25483
51191,2022,2.8,26319
51193,2010,8.3,9193
51193,2011,7.5,9388
51193,2012,7.1,9136
51193,2013,6.7,9099
51193,2014,6.3,9042
51193,2015,5.3,8954
51193,2016,4.5,8989
51193,2017,4.4,9444
51193,2018,3.7,9408
51193,2019,3.5,9555
51193,2020,6.0,9446
51193,2021,4.4,9572
51193,2022,3.0,9543
51195,2010,8.5,17005
51195,2011,7.6,17229
51195,2012,8.8,15979
51195,2013,10.1,15086
51195,2014,9.3,14471
51195,2015,8.2,13831
51195,2016,8.3,13211
51195,2017,6.3,13666
51195,2018,5.0,13262
51195,2019,4.6,13403
51195,2020,7.8,13021
51195,2021,5.2,12695
51195,2022,4.0,12830
51197,2010,11.3,14302
51197,2011,9.2,14360
51197,2012,7.6,14096
51197,2013,7.6,13995
51197,2014,6.3,13834
51197,2015,5.4,13694
51197,2016,5.6,13673
51197,2017,5.0,14162
51197,2018,3.8,13783
51197,2019,3.5,13787
51197,2020,8.0,13750
51197,2021,4.0,13588
51197,2022,2.9,14083
51199,2010,6.3,31326
51199,2011,6.1,31856
51199,2012,5.7,31672
51199,2013,5.3,31847
51199,2014,4.9,31944
51199,2015,4.2,32121
51199,2016,3.8,32155
51199,2017,3.5,32817
51199,2018,2.8,32790
51199,2019,2.6,33247
51199,2020,5.7,32518
51199,2021,3.3,32419
51199,2022,2.7,33232
51510,2010,5.0,90436
51510,2011,4.4,92366
51510,2012,4.0,93156
51510,2013,4.0,93742
51510,2014,3.8,93893
51510,2015,3.2,94551
51510,2016,2.9,96536
51510,2017,2.8,100279
51510,2018,2.3,100401
51510,2019,2.1,101332
51510,2020,6.2,98544
51510,2021,3.7,98279
51510,2022,2.3,100719
51520,2010,9.0,7991
51520,2011,8.3,8084
51520,2012,7.1,7988
51520,2013,6.8,7822
51520,2014,6.3,7746
51520,2015,5.3,7541
51520,2016,5.0,7455
51520,2017,4.5,7415
51520,2018,3.8,7206
51520,2019,3.7,7326
51520,2020,7.8,7499
51520,2021,4.7,7377
51520,2022,3.3,7555
51530,2010,10.2,3255
51530,2011,9.1,3235
51530,2012,7.7,3255
51530,2013,6.6,3314
51530,2014,5.7,3317
51530,2015,5.0,3307
51530,2016,5.0,3279
51530,2017,4.2,3387
51530,2018,3.2,3364
51530,2019,2.7,3479
51530,2020,5.8,3173
51530,2021,3.9,2981
51530,2022,2.8,3220
51540,2010,6.2,23229
51540,2011,5.6,23212
51540,2012,5.0,23400
51540,2013,4.6,23410
51540,2014,4.2,24308
51540,2015,3.6,24746
51540,2016,3.3,24916
51540,2017,3.1,26018
51540,2018,2.6,26070
51540,2019,2.3,26267
51540,2020,6.7,25071
51540,2021,3.6,24943
51540,2022,2.5,25706
51550,2010,7.4,113482
51550,2011,6.9,114467
51550,2012,6.3,115007
51550,2013,5.8,116363
51550,2014,5.2,117670
51550,2015,4.5,116777
51550,2016,4.2,118086
51550,2017,3.7,122020
51550,2018,3.0,122800
51550,2019,2.8,124798
51550,2020,6.3,121987
51550,2021,3.8,121486
51550,2022,2.8,124115
51570,2010,8.5,8548
51570,2011,7.5,8547
51570,2012,6.8,8602
51570,2013,6.3,8662
51570,2014,5.7,8732
51570,2015,4.7,8700
51570,2016,4.4,8723
51570,2017,4.0,8831
51570,2018,3.4,8773
51570,2019,3.2,8601
51570,2020,7.4,8316
51570,2021,4.7,8285
51570,2022,3.1,8532
51580,2010,10.8,2694
51580,2011,9.4,2658
51580,2012,8.8,2639
51580,2013,8.2,2560
51580,2014,7.9,2495
51580,2015,5.9,2427
51580,2016,5.8,2385
51580,2017,6.0,2469
51580,2018,4.7,2410
51580,2019,4.1,2418
51580,2020,9.9,2396
51580,2021,5.7,2287
51580,2022,4.0,2285
51590,2010,13.8,20163
51590,2011,11.6,20246
51590,2012,10.1,19924
51590,2013,9.6,19789
51590,2014,8.5,19649
51590,2015,7.1,19184
51590,2016,6.0,19125
51590,2017,5.6,20117
51590,2018,5.1,19654
51590,2019,4.9,19201
51590,2020,10.0,19110
51590,2021,6.3,18558
51590,2022,4.5,18699
51595,2010,12.7,2576
51595,2011,10.8,2553
51595,2012,10.3,2464
51595,2013,9.6,2380
51595,2014,8.0,2319
51595,2015,6.8,2252
51595,2016,6.3,2246
51595,2017,5.2,2384
51595,2018,4.8,2343
51595,2019,4.9,2314
51595,2020,11.4,2333
51595,2021,7.6,2346
51595,2022,4.6,2323
51600,2010,5.6,12674
51600,2011,4.9,12692
51600,2012,4.2,12918
51600,2013,4.1,13118
51600,2014,4.0,13292
51600,2015,3.5,12853
51600,2016,3.0,12993
51600,2017,2.8,13082
51600,2018,2.3,13327
51600,2019,2.1,13238
51600,2020,6.0,12587
51600,2021,3.4,12548
51600,2022,2.4,12903
51610,2010,5.0,7388
51610,2011,4.2,7506
51610,2012,3.9,7719
51610,2013,3.8,7846
51610,2014,3.5,7818
51610,2015,3.0,7878
51610,2016,2.7,7993
51610,2017,2.6,8408
51610,2018,2.2,8516
51610,2019,2.1,8570
51610,2020,3.9,8187
51610,2021,2.6,8277
51610,2022,2.1,8555
51620,2010,12.9,3719
51620,2011,11.4,3668
51620,2012,9.8,3721
51620,2013,9.1,3693
51620,2014,7.7,3625
51620,2015,6.6,3622
51620,2016,6.0,3540
51620,2017,5.2,3604
51620,2018,4.4,3604
51620,2019,3.9,3602
51620,2020,8.6,3620
51620,2021,6.6,3508
51620,2022,3.9,3476
51630,2010,9.2,12446
51630,2011,8.0,13052
51630,2012,6.9,13577
51630,2013,6.3,13763
51630,2014,6.0,13716
51630,2015,5.3,13419
51630,2016,4.7,13575
51630,2017,4.3,13722
51630,2018,3.5,14020
51630,2019,3.3,14196
51630,2020,7.4,14065
51630,2021,4.6,13982
51630,2022,3.2,14352
51640,2010,11.2,3179
51640,2011,10.3,3099
51640,2012,8.7,3051
51640,2013,8.4,3018
51640,2014,7.2,3003
51640,2015,5.4,2957
51640,2016,4.9,2905
51640,2017,4.1,3034
51640,2018,3.5,2942
51640,2019,3.2,2929
51640,2020,8.0,2862
51640,2021,4.1,2812
51640,2022,3.0,2844
51650,2010,9.2,66782
51650,2011,8.9,66340
51650,2012,8.1,65857
51650,2013,7.3,65830
51650,2014,6.6,65793
51650,2015,5.9,64501
51650,2016,5.6,64029
51650,2017,5.0,65043
51650,2018,4.1,64521
51650,2019,3.7,64982
51650,2020,8.8,64507
51650,2021,5.5,63680
51650,2022,3.7,64499
51660,2010,8.5,23202
51660,2011,7.8,23747
51660,2012,7.2,24084
51660,2013,6.6,24033
51660,2014,6.0,24296
51660,2015,5.2,23977
51660,2016,4.7,24259
51660,2017,4.4,25005
51660,2018,3.5,24655
51660,2019,3.2,24813
51660,2020,6.6,24173
51660,2021,4.1,24263
51660,2022,3.3,24906
51670,2010,11.8,9884
51670,2011,11.3,9895
51670,2012,9.9,9719
51670,2013,9.5,9650
51670,2014,8.8,9682
51670,2015,7.5,9655
51670,2016,6.4,9786
51670,2017,6.1,9833
51670,2018,4.8,9686
51670,2019,4.3,9675
51670,2020,11.2,9662
51670,2021,7.2,9474
51670,2022,4.3,9635
51678,2010,9.5,2304
51678,2011,9.1,2289
51678,2012,8.6,2279
51678,2013,8.3,2251
51678,2014,7.6,2280
51678,2015,6.7,2260
51678,2016,6.0,2267
51678,2017,6.0,2142
51678,2018,4.7,2086
51678,2019,4.7,2099
51678,2020,7.2,2027
51678,2021,4.9,2082
51678,2022,4.0,2213
51680,2010,8.7,35899
51680,2011,8.0,35703
51680,2012,7.3,35536
51680,2013,6.9,35740
51680,2014,6.3,36112
51680,2015,5.5,35763
51680,2016,5.1,35557
51680,2017,4.9,36372
51680,2018,4.0,36391
51680,2019,3.7,36674
51680,2020,7.5,35578
51680,2021,5.0,35105
51680,2022,3.8,35533
51683,2010,7.2,21004
51683,2011,6.1,21377
51683,2012,5.5,21898
51683,2013,5.3,22246
51683,2014,4.9,22193
51683,2015,4.1,21681
51683,2016,3.6,21626
51683,2017,3.3,21844
51683,2018,2.7,21861
51683,2019,2.5,21908
51683,2020,6.8,21329
51683,2021,3.9,21183
51683,2022,2.5,21729
51685,2010,6.4,8076
51685,2011,5.6,8621
51685,2012,5.2,8743
51685,2013,5.0,8808
51685,2014,4.7,8190
51685,2015,4.1,8367
51685,2016,3.6,8493
51685,2017,3.3,8926
51685,2018,2.7,9300
51685,2019,2.5,9534
51685,2020,6.9,9637
51685,2021,3.8,9554
51685,2022,2.5,9791
51690,2010,17.8,6161
51690,2011,15.2,5892
51690,2012,12.6,5729
51690,2013,11.0,5693
51690,2014,9.7,5559
51690,2015,8.7,5375
51690,2016,7.0,5167
51690,2017,6.2,5560
51690,2018,4.6,5492
51690,2019,4.1,5493
51690,2020,11.3,5612
51690,2021,7.3,5535
51690,2022,4.5,5571
51700,2010,8.5,90822
51700,2011,8.1,90550
51700,2012,7.3,89872
51700,2013,6.6,90463
51700,2014,6.1,90995
51700,2015,5.4,89143
51700,2016,5.0,88936
51700,2017,4.6,89790
51700,2018,3.7,88931
51700,2019,3.4,89819
51700,2020,9.0,88923
51700,2021,5.4,87501
51700,2022,3.5,88557
51710,2010,9.0,112640
51710,2011,8.3,112742
51710,2012,7.5,112642
51710,2013,6.8,112752
51710,2014,6.2,112403
51710,2015,5.5,110946
51710,2016,5.2,110464
51710,2017,4.6,112669
51710,2018,3.7,111790
51710,2019,3.4,111914
51710,2020,9.0,110941
51710,2021,5.5,109285
51710,2022,3.4,110326
51720,2010,7.4,2082
51720,2011,6.9,2109
51720,2012,7.5,1990
51720,2013,8.1,1869
51720,2014,7.6,1811
51720,2015,6.8,1739
51720,2016,6.7,1662
51720,2017,5.2,1717
51720,2018,4.0,1672
51720,2019,3.6,1685
51720,2020,7.6,1648
51720,2021,4.9,1603
51720,2022,3.7,1601
51730,2010,14.3,13922
51730,2011,12.8,13690
51730,2012,11.7,13585
51730,2013,11.4,13760
51730,2014,10.5,13827
51730,2015,9.1,13547
51730,2016,7.7,13214
51730,2017,7.2,13269
51730,2018,6.2,13039
51730,2019,5.6,12965
51730,2020,14.7,13008
51730,2021,10.1,12655
51730,2022,5.5,12608
51735,2010,6.2,6402
51735,2011,5.7,6360
51735,2012,5.3,6353
51735,2013,4.9,6349
51735,2014,4.5,6321
51735,2015,3.8,6226
51735,2016,3.4,6176
51735,2017,3.4,6326
51735,2018,2.7,6387
51735,2019,2.4,6479
51735,2020,4.3,6185
51735,2021,2.8,6223
51735,2022,2.4,6378
51740,2010,9.8,45555
51740,2011,9.3,45701
51740,2012,8.6,45630
51740,2013,7.9,45461
51740,2014,7.1,45226
51740,2015,6.1,44417
51740,2016,6.0,44103
51740,2017,5.3,44681
51740,2018,4.1,44342
51740,2019,3.9,44522
51740,2020,9.8,44643
51740,2021,6.4,44017
51740,2022,3.7,44161
51750,2010,9.5,7802
51750,2011,8.4,8069
51750,2012,7.8,8092
51750,2013,7.4,8336
51750,2014,6.6,8495
51750,2015,5.6,8323
51750,2016,5.3,8267
51750,2017,4.9,8417
51750,2018,3.8,8650
51750,2019,3.5,8737
51750,2020,6.5,8476
51750,2021,4.1,8607
51750,2022,3.4,8960
51760,2010,9.7,106682
51760,2011,8.5,107496
51760,2012,7.3,109135
51760,2013,6.6,110460
51760,2014,6.0,112740
51760,2015,5.1,113141
51760,2016,4.6,114798
51760,2017,4.3,117943
51760,2018,3.6,118035
51760,2019,3.3,119445
51760,2020,9.1,119637
51760,2021,5.3,117789
51760,2022,3.3,120698
51770,2010,8.9,49374
51770,2011,8.0,49394
51770,2012,7.1,49563
51770,2013,6.5,49777
51770,2014,5.8,50256
51770,2015,4.8,49096
51770,2016,4.2,48997
51770,2017,4.1,49421
51770,2018,3.3,49080
51770,2019,3.0,49261
51770,2020,7.9,48949
51770,2021,4.8,48170
51770,2022,3.1,48968
51775,2010,7.0,12806
51775,2011,6.3,12814
51775,2012,5.8,12896
51775,2013,5.7,13052
51775,2014,5.1,13166
51775,2015,4.4,12816
51775,2016,3.9,12909
51775,2017,3.7,13160
51775,2018,3.0,12957
51775,2019,2.8,12930
51775,2020,6.0,12636
51775,2021,3.6,12532
51775,2022,2.8,12881
51790,2010,8.0,11864
51790,2011,7.1,11985
51790,2012,6.3,11807
51790,2013,5.7,11957
51790,2014,5.1,12083
51790,2015,4.3,11857
51790,2016,3.8,11808
51790,2017,3.5,11975
51790,2018,2.9,12064
51790,2019,2.7,12295
51790,2020,6.5,12150
51790,2021,3.8,12003
51790,2022,2.6,12456
51800,2010,7.8,41816
51800,2011,7.4,41842
51800,2012,6.9,41732
51800,2013,6.2,41988
51800,2014,5.7,42508
51800,2015,4.9,42458
51800,2016,4.6,43013
51800,2017,4.0,44405
51800,2018,3.2,44684
51800,2019,3.0,45444
51800,2020,6.6,44972
51800,2021,4.3,44866
51800,2022,3.0,45674
51810,2010,6.7,227179
51810,2011,6.1,228853
51810,2012,5.6,228708
51810,2013,5.3,231089
51810,2014,4.8,232581
51810,2015,4.2,229696
51810,2016,3.9,229517
51810,2017,3.5,233787
51810,2018,2.9,233270
51810,2019,2.7,234807
51810,2020,6.4,228946
51810,2021,3.7,227474
51810,2022,2.7,232244
51820,2010,9.2,10189
51820,2011,8.1,10161
51820,2012,6.9,10024
51820,2013,5.9,10030
51820,2014,5.2,10104
51820,2015,4.7,10050
51820,2016,4.1,10205
51820,2017,4.0,10520
51820,2018,3.2,10563
51820,2019,2.9,10738
51820,2020,6.8,10563
51820,2021,4.1,10432
51820,2022,2.9,10829
51830,2010,10.4,6530
51830,2011,9.0,6733
51830,2012,8.2,6832
51830,2013,7.5,6876
51830,2014,7.2,6658
51830,2015,6.3,6682
51830,2016,5.4,6720
51830,2017,5.1,6804
51830,2018,4.1,6700
51830,2019,3.8,6772
51830,2020,8.4,6780
51830,2021,4.8,6673
51830,2022,3.9,6817
51840,2010,8.5,13705
51840,2011,7.4,14053
51840,2012,6.5,14223
51840,2013,5.7,14363
51840,2014,5.0,14481
51840,2015,4.3,14256
51840,2016,3.9,14345
51840,2017,3.6,14611
51840,2018,3.0,14604
51840,2019,2.8,14830
51840,2020,6.1,14563
51840,2021,3.5,14615
51840,2022,2.6,15080
